Class frequencies:
client,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13,class14,class15,class16,class17,class18,class19,class20,class21,class22,class23,class24,class25,class26,class27,class28,class29,class30,class31,class32,class33,class34,class35,class36,class37,class38,class39,class40,class41,class42,class43,class44,class45,class46,class47,class48,class49,class50,class51,class52,class53,class54,class55,class56,class57,class58,class59,class60,class61,class62,class63,class64,class65,class66,class67,class68,class69,class70,class71,class72,class73,class74,class75,class76,class77,class78,class79,class80,class81,class82,class83,class84,class85,class86,class87,class88,class89,class90,class91,class92,class93,class94,class95,class96,class97,class98,class99,Amount
Client  10,0.014,0.005,0.00,0.005,0.009,0.00,0.009,0.017,0.017,0.014,0.00,0.035,0.002,0.00,0.019,0.00,0.00,0.019,0.005,0.00,0.005,0.014,0.019,0.00,0.005,0.052,0.017,0.007,0.00,0.009,0.00,0.026,0.002,0.00,0.002,0.014,0.031,0.009,0.002,0.026,0.00,0.00,0.012,0.007,0.007,0.012,0.031,0.00,0.002,0.007,0.005,0.005,0.019,0.00,0.007,0.009,0.002,0.005,0.00,0.024,0.007,0.00,0.026,0.012,0.019,0.033,0.009,0.007,0.017,0.005,0.005,0.021,0.002,0.024,0.012,0.007,0.007,0.00,0.00,0.00,0.00,0.00,0.009,0.028,0.005,0.002,0.026,0.009,0.00,0.009,0.00,0.017,0.017,0.002,0.014,0.005,0.007,0.059,0.005,0.007,423
Client  11,0.004,0.008,0.017,0.033,0.008,0.004,0.006,0.00,0.021,0.00,0.013,0.013,0.021,0.004,0.021,0.008,0.00,0.006,0.015,0.00,0.010,0.017,0.008,0.010,0.006,0.010,0.004,0.00,0.002,0.010,0.00,0.00,0.00,0.010,0.004,0.010,0.004,0.006,0.013,0.015,0.002,0.002,0.017,0.00,0.002,0.029,0.010,0.013,0.006,0.00,0.00,0.017,0.017,0.017,0.004,0.004,0.006,0.00,0.008,0.015,0.037,0.00,0.008,0.050,0.013,0.013,0.013,0.006,0.006,0.017,0.00,0.004,0.015,0.004,0.025,0.017,0.004,0.00,0.027,0.006,0.037,0.008,0.004,0.017,0.021,0.00,0.017,0.025,0.013,0.00,0.013,0.010,0.002,0.010,0.00,0.00,0.00,0.021,0.025,0.00,480
Client  12,0.013,0.006,0.00,0.00,0.006,0.00,0.006,0.006,0.00,0.009,0.006,0.00,0.009,0.032,0.013,0.00,0.019,0.021,0.00,0.00,0.002,0.00,0.002,0.006,0.006,0.00,0.032,0.008,0.00,0.011,0.030,0.00,0.006,0.024,0.011,0.011,0.008,0.00,0.00,0.017,0.009,0.013,0.004,0.00,0.017,0.011,0.00,0.004,0.026,0.021,0.00,0.009,0.011,0.017,0.006,0.009,0.00,0.015,0.026,0.013,0.00,0.011,0.004,0.006,0.006,0.024,0.015,0.00,0.017,0.00,0.011,0.009,0.011,0.024,0.009,0.00,0.017,0.026,0.008,0.002,0.00,0.00,0.019,0.015,0.00,0.015,0.009,0.015,0.015,0.028,0.00,0.00,0.032,0.030,0.00,0.013,0.009,0.011,0.006,0.049,531
Client  13,0.030,0.006,0.00,0.014,0.008,0.00,0.014,0.002,0.004,0.00,0.00,0.022,0.008,0.008,0.00,0.010,0.010,0.00,0.008,0.016,0.00,0.020,0.00,0.00,0.012,0.010,0.00,0.014,0.014,0.008,0.00,0.016,0.00,0.00,0.004,0.010,0.006,0.010,0.026,0.00,0.00,0.004,0.014,0.00,0.00,0.004,0.008,0.020,0.030,0.044,0.00,0.006,0.008,0.00,0.008,0.00,0.012,0.00,0.010,0.012,0.012,0.006,0.006,0.00,0.00,0.00,0.006,0.044,0.016,0.006,0.010,0.018,0.006,0.016,0.024,0.008,0.004,0.012,0.022,0.00,0.016,0.012,0.012,0.030,0.052,0.018,0.00,0.020,0.014,0.008,0.020,0.00,0.054,0.028,0.018,0.00,0.00,0.00,0.00,0.00,504
Client  14,0.020,0.002,0.062,0.006,0.008,0.00,0.002,0.016,0.00,0.010,0.006,0.002,0.028,0.006,0.00,0.004,0.010,0.024,0.012,0.012,0.010,0.012,0.008,0.002,0.00,0.008,0.00,0.046,0.00,0.00,0.014,0.014,0.006,0.004,0.00,0.002,0.020,0.008,0.014,0.010,0.026,0.008,0.012,0.002,0.00,0.004,0.016,0.00,0.016,0.014,0.034,0.018,0.00,0.004,0.004,0.016,0.008,0.006,0.014,0.00,0.020,0.030,0.006,0.00,0.004,0.004,0.010,0.00,0.00,0.016,0.008,0.00,0.00,0.010,0.010,0.026,0.012,0.032,0.004,0.004,0.008,0.004,0.008,0.008,0.006,0.026,0.00,0.006,0.014,0.00,0.014,0.014,0.016,0.056,0.022,0.00,0.00,0.00,0.00,0.00,504
Client  15,0.014,0.016,0.00,0.014,0.010,0.00,0.00,0.00,0.022,0.014,0.008,0.00,0.00,0.016,0.020,0.012,0.010,0.010,0.014,0.00,0.018,0.014,0.020,0.00,0.022,0.004,0.012,0.010,0.008,0.00,0.008,0.024,0.018,0.00,0.028,0.008,0.020,0.00,0.014,0.014,0.00,0.014,0.020,0.014,0.008,0.006,0.00,0.014,0.010,0.014,0.00,0.00,0.016,0.008,0.006,0.022,0.018,0.014,0.002,0.00,0.028,0.00,0.016,0.018,0.00,0.008,0.016,0.004,0.012,0.00,0.00,0.014,0.00,0.018,0.00,0.004,0.004,0.016,0.012,0.00,0.006,0.026,0.00,0.022,0.00,0.004,0.010,0.002,0.006,0.004,0.00,0.010,0.00,0.014,0.014,0.00,0.008,0.004,0.00,0.097,503
Client  16,0.020,0.016,0.018,0.00,0.006,0.024,0.016,0.00,0.004,0.012,0.014,0.004,0.00,0.080,0.010,0.062,0.00,0.012,0.014,0.042,0.014,0.00,0.012,0.020,0.010,0.012,0.00,0.018,0.014,0.014,0.008,0.014,0.006,0.016,0.016,0.008,0.00,0.010,0.014,0.012,0.022,0.030,0.010,0.008,0.010,0.00,0.010,0.020,0.010,0.00,0.00,0.010,0.030,0.00,0.032,0.010,0.006,0.00,0.040,0.012,0.002,0.012,0.00,0.018,0.00,0.012,0.012,0.012,0.00,0.006,0.020,0.00,0.00,0.010,0.014,0.020,0.008,0.012,0.014,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,502
Client  17,0.004,0.004,0.004,0.008,0.016,0.041,0.019,0.010,0.00,0.004,0.004,0.002,0.037,0.010,0.016,0.00,0.00,0.008,0.00,0.014,0.00,0.025,0.008,0.021,0.00,0.021,0.014,0.010,0.027,0.031,0.006,0.014,0.023,0.010,0.006,0.014,0.008,0.012,0.008,0.012,0.012,0.016,0.031,0.012,0.014,0.004,0.006,0.008,0.029,0.021,0.010,0.00,0.012,0.006,0.008,0.008,0.016,0.00,0.012,0.010,0.006,0.012,0.010,0.002,0.021,0.00,0.006,0.00,0.019,0.010,0.00,0.012,0.004,0.008,0.004,0.008,0.012,0.006,0.012,0.019,0.004,0.004,0.010,0.010,0.004,0.043,0.00,0.00,0.006,0.00,0.006,0.006,0.043,0.00,0.00,0.00,0.00,0.00,0.00,0.00,515
Client  18,0.00,0.037,0.002,0.006,0.002,0.00,0.017,0.010,0.015,0.010,0.004,0.014,0.00,0.019,0.00,0.012,0.014,0.006,0.019,0.012,0.012,0.004,0.00,0.00,0.015,0.00,0.019,0.012,0.014,0.012,0.012,0.008,0.050,0.00,0.010,0.006,0.008,0.010,0.035,0.010,0.012,0.008,0.017,0.004,0.010,0.00,0.00,0.015,0.012,0.012,0.050,0.010,0.012,0.010,0.012,0.015,0.025,0.00,0.00,0.010,0.00,0.029,0.00,0.017,0.012,0.019,0.008,0.006,0.012,0.00,0.019,0.023,0.00,0.015,0.058,0.006,0.002,0.00,0.006,0.006,0.00,0.012,0.006,0.015,0.014,0.015,0.037,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,517
Client  19,0.011,0.007,0.007,0.013,0.004,0.00,0.015,0.015,0.011,0.00,0.015,0.002,0.013,0.013,0.007,0.00,0.007,0.00,0.018,0.00,0.004,0.018,0.013,0.020,0.013,0.018,0.004,0.018,0.022,0.013,0.015,0.015,0.011,0.009,0.013,0.00,0.00,0.009,0.033,0.00,0.022,0.011,0.004,0.00,0.011,0.00,0.002,0.007,0.00,0.00,0.015,0.009,0.011,0.007,0.002,0.015,0.013,0.00,0.007,0.033,0.009,0.011,0.004,0.013,0.009,0.004,0.007,0.00,0.009,0.007,0.007,0.007,0.013,0.022,0.002,0.004,0.00,0.018,0.004,0.007,0.00,0.009,0.009,0.020,0.002,0.009,0.013,0.00,0.007,0.013,0.031,0.00,0.024,0.011,0.009,0.013,0.007,0.072,0.009,0.013,456
Client  20,0.00,0.012,0.022,0.004,0.024,0.010,0.012,0.010,0.018,0.010,0.006,0.012,0.008,0.006,0.018,0.024,0.014,0.002,0.012,0.016,0.024,0.00,0.028,0.008,0.022,0.010,0.00,0.004,0.00,0.038,0.00,0.018,0.00,0.00,0.016,0.018,0.00,0.036,0.002,0.00,0.006,0.00,0.010,0.00,0.00,0.010,0.018,0.014,0.014,0.016,0.00,0.006,0.010,0.018,0.010,0.004,0.008,0.00,0.006,0.030,0.014,0.028,0.032,0.00,0.00,0.012,0.00,0.020,0.010,0.036,0.020,0.00,0.022,0.018,0.006,0.00,0.010,0.014,0.045,0.014,0.00,0.00,0.010,0.018,0.006,0.004,0.028,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,506
Client  21,0.006,0.020,0.018,0.010,0.006,0.008,0.00,0.00,0.014,0.012,0.00,0.044,0.00,0.014,0.036,0.010,0.00,0.012,0.00,0.014,0.00,0.010,0.022,0.012,0.00,0.030,0.014,0.012,0.00,0.008,0.004,0.014,0.022,0.008,0.030,0.00,0.042,0.030,0.028,0.016,0.010,0.012,0.026,0.020,0.034,0.002,0.008,0.012,0.00,0.016,0.020,0.00,0.032,0.012,0.016,0.00,0.00,0.012,0.004,0.014,0.00,0.010,0.018,0.008,0.004,0.052,0.00,0.010,0.016,0.012,0.026,0.00,0.024,0.010,0.00,0.036,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,501
Client  22,0.004,0.016,0.00,0.00,0.012,0.006,0.010,0.010,0.010,0.008,0.036,0.006,0.008,0.00,0.006,0.006,0.010,0.006,0.006,0.00,0.008,0.00,0.00,0.008,0.008,0.022,0.004,0.024,0.002,0.00,0.012,0.018,0.010,0.00,0.028,0.00,0.00,0.010,0.014,0.016,0.00,0.00,0.018,0.030,0.010,0.008,0.004,0.004,0.006,0.00,0.014,0.016,0.004,0.008,0.020,0.032,0.052,0.006,0.012,0.006,0.030,0.010,0.006,0.004,0.00,0.006,0.00,0.010,0.010,0.004,0.00,0.022,0.006,0.012,0.014,0.006,0.014,0.00,0.00,0.00,0.014,0.016,0.022,0.008,0.010,0.00,0.070,0.028,0.004,0.00,0.020,0.042,0.010,0.00,0.00,0.012,0.00,0.00,0.00,0.00,502
Client  23,0.00,0.004,0.00,0.014,0.00,0.00,0.018,0.012,0.012,0.010,0.00,0.022,0.00,0.010,0.00,0.00,0.004,0.012,0.010,0.018,0.00,0.014,0.022,0.00,0.010,0.010,0.010,0.032,0.008,0.018,0.014,0.014,0.004,0.00,0.00,0.014,0.00,0.014,0.008,0.010,0.012,0.006,0.006,0.014,0.012,0.010,0.008,0.00,0.018,0.018,0.002,0.00,0.006,0.012,0.010,0.00,0.008,0.050,0.012,0.006,0.004,0.00,0.008,0.010,0.010,0.020,0.020,0.012,0.00,0.00,0.010,0.022,0.00,0.00,0.014,0.072,0.00,0.024,0.020,0.020,0.008,0.00,0.00,0.038,0.012,0.012,0.026,0.034,0.012,0.012,0.022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500
Client  24,0.00,0.00,0.00,0.016,0.006,0.016,0.016,0.00,0.002,0.002,0.016,0.030,0.036,0.008,0.012,0.004,0.00,0.020,0.006,0.00,0.006,0.012,0.00,0.00,0.022,0.014,0.010,0.012,0.010,0.00,0.016,0.012,0.00,0.020,0.00,0.008,0.010,0.00,0.016,0.016,0.004,0.006,0.00,0.00,0.012,0.014,0.00,0.012,0.014,0.014,0.00,0.004,0.010,0.002,0.006,0.020,0.012,0.008,0.00,0.00,0.008,0.010,0.012,0.022,0.012,0.010,0.004,0.00,0.006,0.018,0.016,0.004,0.008,0.018,0.00,0.004,0.010,0.012,0.010,0.018,0.028,0.028,0.030,0.028,0.006,0.018,0.026,0.014,0.00,0.014,0.010,0.008,0.012,0.00,0.018,0.016,0.012,0.008,0.014,0.00,502
Client  25,0.018,0.002,0.00,0.022,0.013,0.013,0.00,0.00,0.00,0.013,0.016,0.00,0.009,0.011,0.00,0.020,0.011,0.020,0.004,0.00,0.00,0.00,0.016,0.009,0.013,0.025,0.005,0.004,0.00,0.013,0.014,0.016,0.016,0.020,0.022,0.005,0.00,0.00,0.011,0.005,0.00,0.013,0.00,0.009,0.00,0.005,0.005,0.013,0.005,0.005,0.013,0.00,0.025,0.034,0.004,0.007,0.027,0.004,0.002,0.014,0.011,0.013,0.011,0.014,0.00,0.00,0.002,0.009,0.005,0.014,0.009,0.007,0.004,0.00,0.00,0.036,0.00,0.00,0.016,0.025,0.00,0.013,0.013,0.007,0.011,0.00,0.005,0.00,0.011,0.00,0.051,0.009,0.004,0.007,0.00,0.007,0.135,0.00,0.00,0.00,554
Client  26,0.00,0.010,0.012,0.018,0.042,0.034,0.00,0.026,0.020,0.00,0.012,0.020,0.00,0.008,0.008,0.008,0.012,0.012,0.018,0.004,0.020,0.024,0.010,0.040,0.016,0.014,0.010,0.010,0.012,0.006,0.032,0.00,0.00,0.008,0.012,0.00,0.00,0.008,0.00,0.046,0.010,0.00,0.00,0.00,0.00,0.00,0.014,0.006,0.016,0.010,0.00,0.010,0.002,0.00,0.00,0.006,0.014,0.026,0.010,0.012,0.006,0.006,0.00,0.00,0.00,0.012,0.008,0.024,0.010,0.032,0.004,0.014,0.00,0.012,0.006,0.030,0.016,0.020,0.008,0.006,0.00,0.028,0.002,0.008,0.00,0.018,0.024,0.012,0.00,0.008,0.010,0.008,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500
Client  27,0.008,0.019,0.006,0.016,0.056,0.006,0.00,0.008,0.014,0.008,0.012,0.014,0.00,0.002,0.018,0.00,0.016,0.008,0.008,0.016,0.006,0.00,0.006,0.027,0.00,0.016,0.010,0.008,0.019,0.031,0.00,0.00,0.006,0.031,0.00,0.00,0.008,0.00,0.010,0.00,0.014,0.021,0.016,0.014,0.00,0.006,0.008,0.004,0.014,0.025,0.002,0.00,0.016,0.004,0.006,0.004,0.00,0.016,0.006,0.006,0.00,0.00,0.027,0.008,0.00,0.023,0.00,0.00,0.00,0.058,0.018,0.010,0.012,0.00,0.016,0.008,0.00,0.008,0.006,0.00,0.006,0.031,0.018,0.004,0.014,0.010,0.008,0.023,0.016,0.00,0.012,0.010,0.006,0.029,0.035,0.00,0.00,0.00,0.00,0.00,514
Client  28,0.00,0.00,0.027,0.014,0.006,0.016,0.018,0.010,0.014,0.043,0.014,0.035,0.024,0.004,0.018,0.024,0.020,0.002,0.008,0.020,0.00,0.00,0.010,0.010,0.008,0.031,0.008,0.004,0.012,0.00,0.010,0.002,0.004,0.014,0.006,0.00,0.004,0.004,0.022,0.020,0.016,0.014,0.059,0.014,0.029,0.00,0.012,0.041,0.010,0.006,0.022,0.039,0.012,0.014,0.018,0.010,0.006,0.004,0.00,0.008,0.00,0.037,0.004,0.027,0.008,0.008,0.006,0.057,0.024,0.00,0.018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,510
Client  29,0.00,0.006,0.019,0.00,0.019,0.008,0.025,0.00,0.00,0.00,0.008,0.014,0.00,0.012,0.012,0.00,0.014,0.014,0.010,0.014,0.033,0.00,0.00,0.010,0.014,0.014,0.016,0.014,0.012,0.012,0.037,0.008,0.008,0.010,0.014,0.012,0.014,0.004,0.002,0.012,0.016,0.010,0.00,0.025,0.033,0.004,0.010,0.010,0.006,0.008,0.008,0.019,0.014,0.002,0.008,0.019,0.008,0.00,0.012,0.006,0.00,0.016,0.045,0.004,0.010,0.010,0.00,0.014,0.012,0.014,0.00,0.010,0.027,0.004,0.008,0.002,0.00,0.014,0.019,0.00,0.00,0.018,0.019,0.004,0.018,0.00,0.014,0.023,0.035,0.031,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,513
Client  30,0.020,0.00,0.004,0.036,0.008,0.018,0.014,0.020,0.006,0.042,0.006,0.022,0.004,0.018,0.008,0.00,0.018,0.010,0.014,0.010,0.008,0.020,0.006,0.006,0.008,0.008,0.010,0.028,0.008,0.014,0.00,0.004,0.004,0.00,0.020,0.008,0.00,0.002,0.00,0.004,0.00,0.014,0.030,0.004,0.006,0.044,0.008,0.010,0.00,0.020,0.026,0.010,0.036,0.006,0.00,0.002,0.002,0.008,0.004,0.010,0.014,0.050,0.030,0.004,0.022,0.016,0.004,0.00,0.00,0.010,0.024,0.008,0.012,0.002,0.00,0.00,0.006,0.00,0.00,0.004,0.026,0.00,0.036,0.006,0.006,0.00,0.012,0.010,0.002,0.018,0.010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,504
Client  31,0.00,0.012,0.006,0.00,0.014,0.012,0.008,0.00,0.00,0.012,0.017,0.006,0.015,0.025,0.025,0.050,0.010,0.00,0.00,0.00,0.010,0.012,0.017,0.00,0.017,0.010,0.008,0.00,0.00,0.014,0.027,0.021,0.021,0.015,0.00,0.014,0.031,0.004,0.023,0.021,0.00,0.010,0.012,0.00,0.008,0.006,0.031,0.002,0.021,0.00,0.017,0.017,0.00,0.027,0.00,0.010,0.006,0.010,0.010,0.019,0.00,0.039,0.00,0.014,0.00,0.00,0.004,0.014,0.037,0.00,0.00,0.00,0.004,0.008,0.006,0.015,0.008,0.00,0.041,0.002,0.002,0.006,0.004,0.00,0.00,0.006,0.023,0.015,0.00,0.00,0.006,0.012,0.012,0.008,0.00,0.039,0.00,0.00,0.00,0.00,518
