Class frequencies:
client,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13,class14,class15,class16,class17,class18,class19,class20,class21,class22,class23,class24,class25,class26,class27,class28,class29,class30,class31,class32,class33,class34,class35,class36,class37,class38,class39,class40,class41,class42,class43,class44,class45,class46,class47,class48,class49,class50,class51,class52,class53,class54,class55,class56,class57,class58,class59,class60,class61,class62,class63,class64,class65,class66,class67,class68,class69,class70,class71,class72,class73,class74,class75,class76,class77,class78,class79,class80,class81,class82,class83,class84,class85,class86,class87,class88,class89,class90,class91,class92,class93,class94,class95,class96,class97,class98,class99,Amount
Client  10,0.011,0.010,0.013,0.015,0.009,0.010,0.013,0.008,0.016,0.007,0.008,0.011,0.013,0.007,0.015,0.012,0.006,0.003,0.011,0.014,0.012,0.013,0.002,0.009,0.013,0.015,0.005,0.013,0.006,0.011,0.009,0.015,0.010,0.008,0.006,0.011,0.007,0.013,0.008,0.015,0.008,0.011,0.007,0.012,0.010,0.012,0.006,0.012,0.010,0.011,0.010,0.010,0.014,0.007,0.009,0.012,0.007,0.009,0.009,0.011,0.010,0.013,0.015,0.009,0.010,0.007,0.012,0.007,0.009,0.012,0.010,0.012,0.011,0.009,0.015,0.010,0.014,0.007,0.009,0.011,0.014,0.005,0.007,0.010,0.007,0.011,0.009,0.012,0.012,0.012,0.010,0.007,0.006,0.010,0.008,0.011,0.006,0.007,0.009,0.010,1230
Client  11,0.010,0.013,0.008,0.009,0.008,0.011,0.009,0.015,0.007,0.014,0.008,0.013,0.015,0.018,0.009,0.007,0.006,0.007,0.008,0.011,0.008,0.010,0.012,0.015,0.009,0.008,0.007,0.006,0.006,0.009,0.011,0.013,0.003,0.014,0.008,0.008,0.009,0.013,0.008,0.011,0.007,0.006,0.008,0.014,0.009,0.011,0.008,0.008,0.009,0.013,0.012,0.010,0.013,0.010,0.006,0.003,0.010,0.010,0.013,0.005,0.011,0.015,0.012,0.008,0.010,0.011,0.008,0.010,0.013,0.009,0.012,0.010,0.012,0.014,0.007,0.012,0.008,0.010,0.008,0.007,0.011,0.011,0.018,0.013,0.013,0.006,0.012,0.008,0.010,0.010,0.009,0.013,0.011,0.010,0.014,0.009,0.010,0.011,0.008,0.007,1192
Client  12,0.007,0.007,0.034,0.00,0.00,0.00,0.00,0.020,0.014,0.014,0.020,0.00,0.014,0.00,0.020,0.00,0.020,0.00,0.020,0.020,0.00,0.007,0.00,0.00,0.00,0.014,0.007,0.014,0.00,0.00,0.00,0.014,0.020,0.00,0.007,0.00,0.007,0.007,0.007,0.014,0.007,0.020,0.00,0.00,0.00,0.014,0.014,0.00,0.020,0.00,0.034,0.007,0.00,0.020,0.007,0.027,0.007,0.00,0.00,0.020,0.00,0.014,0.007,0.020,0.027,0.00,0.007,0.014,0.014,0.007,0.027,0.020,0.007,0.00,0.00,0.014,0.00,0.007,0.014,0.007,0.027,0.041,0.007,0.014,0.014,0.014,0.00,0.014,0.00,0.007,0.020,0.014,0.007,0.041,0.014,0.00,0.00,0.034,0.00,0.007,147
Client  13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.017,0.017,0.00,0.00,0.00,0.00,0.00,0.00,0.069,0.017,0.034,0.00,0.00,0.00,0.00,0.00,0.017,0.00,0.00,0.017,0.034,0.00,0.00,0.00,0.017,0.017,0.00,0.017,0.034,0.069,0.00,0.00,0.00,0.034,0.00,0.00,0.00,0.017,0.00,0.00,0.034,0.00,0.00,0.00,0.086,0.017,0.00,0.017,0.017,0.00,0.017,0.034,0.00,0.00,0.017,0.00,0.00,0.034,0.00,0.00,0.00,0.00,0.017,0.034,0.034,0.00,0.00,0.00,0.034,0.00,0.017,0.00,0.00,0.00,0.00,0.00,0.00,0.069,0.017,0.00,0.00,0.00,0.00,0.00,0.00,0.017,0.034,0.017,0.00,58
Client  14,0.009,0.009,0.019,0.00,0.009,0.00,0.00,0.00,0.00,0.00,0.009,0.028,0.009,0.00,0.019,0.00,0.00,0.009,0.00,0.009,0.009,0.009,0.028,0.00,0.019,0.009,0.00,0.00,0.028,0.00,0.019,0.019,0.00,0.00,0.00,0.00,0.019,0.009,0.00,0.00,0.00,0.038,0.009,0.00,0.009,0.00,0.009,0.019,0.009,0.028,0.00,0.019,0.009,0.009,0.00,0.00,0.019,0.00,0.009,0.009,0.028,0.019,0.009,0.019,0.00,0.009,0.019,0.00,0.038,0.028,0.019,0.00,0.019,0.038,0.028,0.009,0.009,0.00,0.009,0.00,0.00,0.00,0.019,0.019,0.028,0.009,0.019,0.00,0.00,0.019,0.019,0.00,0.019,0.009,0.009,0.009,0.00,0.019,0.00,0.00,106
Client  15,0.015,0.009,0.006,0.023,0.012,0.012,0.012,0.006,0.020,0.009,0.003,0.023,0.012,0.009,0.015,0.003,0.015,0.017,0.015,0.006,0.009,0.003,0.015,0.009,0.009,0.017,0.009,0.009,0.012,0.006,0.00,0.006,0.023,0.00,0.012,0.012,0.006,0.003,0.015,0.006,0.015,0.015,0.00,0.015,0.006,0.003,0.020,0.015,0.009,0.015,0.009,0.003,0.012,0.009,0.006,0.00,0.020,0.006,0.006,0.017,0.00,0.015,0.006,0.012,0.009,0.015,0.009,0.003,0.017,0.003,0.015,0.009,0.003,0.00,0.017,0.023,0.006,0.015,0.015,0.012,0.00,0.009,0.015,0.009,0.003,0.003,0.017,0.009,0.006,0.006,0.003,0.015,0.015,0.012,0.026,0.006,0.006,0.006,0.015,0.006,343
Client  16,0.006,0.006,0.012,0.006,0.011,0.014,0.019,0.008,0.025,0.015,0.009,0.006,0.015,0.006,0.011,0.011,0.008,0.012,0.003,0.009,0.008,0.009,0.008,0.011,0.012,0.006,0.014,0.012,0.003,0.009,0.014,0.009,0.017,0.012,0.006,0.009,0.006,0.014,0.012,0.012,0.008,0.014,0.012,0.009,0.009,0.009,0.005,0.011,0.011,0.005,0.006,0.008,0.008,0.009,0.014,0.014,0.015,0.011,0.012,0.008,0.012,0.008,0.005,0.011,0.005,0.003,0.003,0.006,0.014,0.011,0.014,0.009,0.019,0.008,0.009,0.006,0.011,0.015,0.009,0.011,0.012,0.008,0.014,0.009,0.005,0.014,0.011,0.006,0.011,0.011,0.008,0.011,0.009,0.009,0.011,0.006,0.012,0.009,0.008,0.011,647
Client  17,0.00,0.00,0.017,0.00,0.00,0.00,0.017,0.043,0.00,0.00,0.017,0.009,0.009,0.017,0.00,0.017,0.009,0.00,0.026,0.00,0.00,0.035,0.00,0.026,0.00,0.035,0.00,0.00,0.026,0.00,0.009,0.009,0.00,0.035,0.026,0.026,0.009,0.009,0.00,0.009,0.009,0.00,0.026,0.00,0.009,0.017,0.017,0.00,0.009,0.026,0.00,0.00,0.00,0.026,0.026,0.00,0.009,0.00,0.035,0.00,0.00,0.00,0.009,0.00,0.00,0.017,0.017,0.026,0.00,0.009,0.00,0.00,0.009,0.00,0.009,0.017,0.00,0.026,0.00,0.00,0.026,0.017,0.00,0.017,0.00,0.017,0.017,0.00,0.00,0.017,0.009,0.00,0.00,0.00,0.026,0.009,0.026,0.009,0.009,0.017,115
Client  18,0.00,0.014,0.00,0.014,0.021,0.007,0.021,0.007,0.035,0.014,0.043,0.021,0.014,0.014,0.007,0.007,0.00,0.00,0.00,0.007,0.043,0.007,0.00,0.014,0.007,0.035,0.00,0.00,0.007,0.00,0.021,0.00,0.00,0.035,0.014,0.007,0.021,0.028,0.014,0.00,0.014,0.014,0.00,0.007,0.00,0.00,0.007,0.007,0.00,0.00,0.00,0.00,0.00,0.014,0.021,0.007,0.00,0.007,0.00,0.007,0.014,0.007,0.00,0.00,0.00,0.00,0.00,0.00,0.028,0.014,0.014,0.007,0.007,0.00,0.021,0.028,0.035,0.00,0.00,0.014,0.007,0.00,0.014,0.007,0.014,0.00,0.00,0.021,0.007,0.021,0.007,0.007,0.00,0.00,0.00,0.021,0.00,0.014,0.028,0.028,141
Client  19,0.008,0.013,0.011,0.015,0.018,0.010,0.008,0.013,0.007,0.008,0.006,0.007,0.015,0.008,0.014,0.010,0.004,0.006,0.010,0.007,0.015,0.00,0.012,0.010,0.016,0.012,0.010,0.006,0.013,0.005,0.012,0.011,0.005,0.005,0.008,0.013,0.008,0.004,0.010,0.014,0.016,0.010,0.010,0.008,0.007,0.014,0.016,0.010,0.010,0.013,0.010,0.008,0.013,0.015,0.008,0.011,0.011,0.004,0.013,0.013,0.012,0.005,0.008,0.007,0.008,0.007,0.013,0.018,0.010,0.007,0.005,0.011,0.003,0.011,0.012,0.006,0.008,0.008,0.007,0.006,0.005,0.014,0.012,0.008,0.014,0.010,0.014,0.008,0.012,0.018,0.011,0.015,0.015,0.011,0.008,0.014,0.008,0.014,0.007,0.006,946
Client  20,0.008,0.008,0.008,0.008,0.011,0.015,0.008,0.004,0.004,0.011,0.011,0.008,0.015,0.004,0.023,0.026,0.008,0.011,0.004,0.011,0.019,0.011,0.008,0.00,0.00,0.011,0.015,0.00,0.011,0.008,0.034,0.004,0.004,0.008,0.00,0.004,0.015,0.004,0.00,0.008,0.034,0.008,0.004,0.004,0.008,0.00,0.004,0.023,0.008,0.015,0.015,0.019,0.008,0.00,0.026,0.015,0.004,0.011,0.011,0.011,0.019,0.015,0.015,0.011,0.00,0.008,0.004,0.011,0.011,0.015,0.011,0.008,0.008,0.00,0.011,0.015,0.00,0.008,0.008,0.008,0.011,0.011,0.011,0.004,0.004,0.030,0.00,0.015,0.008,0.011,0.008,0.011,0.011,0.019,0.008,0.011,0.015,0.015,0.015,0.008,266
Client  21,0.011,0.006,0.00,0.008,0.013,0.011,0.004,0.015,0.011,0.013,0.008,0.011,0.011,0.008,0.008,0.015,0.006,0.013,0.017,0.004,0.006,0.013,0.015,0.011,0.004,0.011,0.011,0.011,0.008,0.013,0.004,0.013,0.008,0.011,0.006,0.015,0.008,0.015,0.013,0.002,0.008,0.017,0.011,0.011,0.008,0.011,0.00,0.006,0.008,0.013,0.006,0.00,0.013,0.008,0.013,0.006,0.017,0.004,0.011,0.011,0.011,0.008,0.011,0.011,0.006,0.011,0.021,0.013,0.011,0.015,0.008,0.006,0.013,0.002,0.011,0.006,0.011,0.015,0.011,0.006,0.008,0.002,0.008,0.00,0.011,0.011,0.015,0.017,0.015,0.008,0.006,0.025,0.006,0.015,0.017,0.013,0.013,0.011,0.015,0.013,475
Client  22,0.00,0.00,0.008,0.015,0.015,0.008,0.00,0.023,0.008,0.00,0.00,0.00,0.023,0.008,0.00,0.023,0.00,0.030,0.00,0.023,0.008,0.015,0.00,0.00,0.008,0.015,0.008,0.00,0.023,0.008,0.00,0.00,0.023,0.00,0.023,0.015,0.00,0.00,0.023,0.015,0.008,0.015,0.008,0.00,0.023,0.00,0.00,0.00,0.00,0.00,0.030,0.00,0.00,0.008,0.015,0.023,0.023,0.023,0.00,0.015,0.015,0.015,0.00,0.015,0.00,0.00,0.030,0.00,0.00,0.00,0.00,0.015,0.030,0.008,0.015,0.023,0.023,0.030,0.00,0.00,0.00,0.015,0.008,0.008,0.00,0.00,0.015,0.023,0.030,0.00,0.015,0.00,0.015,0.015,0.030,0.015,0.00,0.008,0.008,0.023,132
Client  23,0.019,0.00,0.019,0.038,0.057,0.00,0.00,0.00,0.038,0.00,0.00,0.00,0.00,0.00,0.038,0.00,0.00,0.038,0.00,0.019,0.00,0.00,0.019,0.00,0.00,0.00,0.00,0.00,0.019,0.00,0.00,0.00,0.00,0.00,0.00,0.019,0.00,0.00,0.019,0.00,0.00,0.00,0.019,0.00,0.019,0.00,0.00,0.038,0.00,0.00,0.057,0.00,0.00,0.00,0.038,0.019,0.00,0.038,0.019,0.00,0.038,0.038,0.00,0.00,0.00,0.057,0.00,0.019,0.00,0.019,0.00,0.00,0.00,0.00,0.038,0.00,0.00,0.00,0.019,0.019,0.019,0.00,0.038,0.00,0.00,0.019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.019,0.00,0.019,0.00,0.00,0.057,53
Client  24,0.017,0.006,0.008,0.00,0.008,0.008,0.011,0.019,0.011,0.011,0.008,0.017,0.017,0.011,0.014,0.006,0.00,0.022,0.003,0.006,0.011,0.011,0.008,0.006,0.022,0.014,0.014,0.003,0.006,0.014,0.006,0.003,0.006,0.006,0.014,0.003,0.006,0.008,0.006,0.017,0.006,0.011,0.011,0.022,0.003,0.011,0.008,0.00,0.006,0.014,0.014,0.006,0.008,0.008,0.011,0.014,0.008,0.019,0.011,0.014,0.022,0.006,0.008,0.006,0.008,0.011,0.003,0.006,0.006,0.006,0.017,0.017,0.022,0.003,0.008,0.006,0.008,0.011,0.014,0.006,0.017,0.008,0.014,0.008,0.003,0.006,0.011,0.011,0.014,0.008,0.011,0.011,0.011,0.008,0.008,0.011,0.006,0.022,0.008,0.019,359
Client  25,0.009,0.009,0.006,0.00,0.006,0.003,0.016,0.012,0.006,0.016,0.019,0.012,0.012,0.012,0.009,0.006,0.006,0.006,0.006,0.012,0.006,0.00,0.022,0.006,0.012,0.009,0.028,0.006,0.009,0.00,0.012,0.009,0.006,0.016,0.012,0.009,0.016,0.012,0.012,0.00,0.009,0.006,0.009,0.009,0.003,0.016,0.009,0.009,0.012,0.009,0.003,0.012,0.003,0.009,0.012,0.009,0.019,0.00,0.009,0.012,0.009,0.009,0.012,0.019,0.019,0.003,0.009,0.009,0.016,0.019,0.009,0.003,0.003,0.022,0.016,0.009,0.019,0.006,0.012,0.003,0.009,0.003,0.009,0.016,0.016,0.006,0.006,0.00,0.012,0.012,0.006,0.009,0.019,0.006,0.009,0.009,0.006,0.006,0.022,0.012,321
Client  26,0.012,0.024,0.00,0.012,0.00,0.00,0.00,0.00,0.00,0.012,0.024,0.00,0.00,0.00,0.00,0.024,0.00,0.00,0.037,0.012,0.012,0.024,0.00,0.00,0.012,0.012,0.012,0.012,0.037,0.00,0.00,0.024,0.00,0.00,0.00,0.00,0.00,0.024,0.00,0.012,0.024,0.012,0.00,0.024,0.00,0.00,0.037,0.00,0.037,0.00,0.00,0.00,0.012,0.049,0.00,0.00,0.012,0.012,0.00,0.024,0.012,0.00,0.037,0.012,0.00,0.012,0.024,0.00,0.024,0.024,0.012,0.00,0.00,0.037,0.00,0.00,0.024,0.012,0.00,0.024,0.012,0.037,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.012,0.00,0.024,0.012,0.00,0.024,0.012,0.024,0.00,0.00,82
Client  27,0.015,0.008,0.006,0.012,0.017,0.017,0.008,0.012,0.004,0.006,0.002,0.008,0.015,0.012,0.004,0.006,0.008,0.010,0.015,0.004,0.015,0.010,0.019,0.004,0.017,0.019,0.010,0.008,0.006,0.010,0.008,0.006,0.00,0.008,0.015,0.015,0.008,0.006,0.008,0.015,0.010,0.008,0.015,0.008,0.012,0.015,0.008,0.004,0.012,0.008,0.012,0.015,0.012,0.012,0.006,0.017,0.012,0.010,0.008,0.006,0.010,0.006,0.010,0.008,0.015,0.006,0.006,0.017,0.012,0.012,0.015,0.010,0.010,0.004,0.017,0.012,0.006,0.006,0.017,0.006,0.004,0.008,0.006,0.008,0.00,0.008,0.004,0.017,0.008,0.010,0.008,0.015,0.00,0.008,0.017,0.015,0.010,0.004,0.019,0.010,482
Client  28,0.013,0.015,0.010,0.015,0.010,0.005,0.008,0.021,0.00,0.013,0.00,0.008,0.021,0.015,0.010,0.008,0.008,0.00,0.005,0.010,0.010,0.018,0.010,0.00,0.013,0.010,0.018,0.005,0.003,0.010,0.021,0.010,0.021,0.010,0.010,0.00,0.018,0.008,0.005,0.026,0.008,0.008,0.005,0.015,0.003,0.013,0.008,0.003,0.005,0.003,0.015,0.013,0.005,0.018,0.010,0.008,0.015,0.008,0.013,0.018,0.005,0.021,0.005,0.010,0.008,0.018,0.010,0.010,0.005,0.010,0.013,0.00,0.005,0.015,0.010,0.008,0.015,0.010,0.005,0.005,0.021,0.018,0.013,0.015,0.013,0.008,0.010,0.008,0.005,0.005,0.008,0.003,0.010,0.005,0.003,0.005,0.018,0.015,0.008,0.005,389
Client  29,0.006,0.004,0.010,0.013,0.010,0.013,0.011,0.010,0.010,0.013,0.015,0.006,0.017,0.008,0.010,0.010,0.008,0.015,0.004,0.006,0.010,0.006,0.010,0.011,0.002,0.013,0.011,0.008,0.010,0.019,0.010,0.008,0.013,0.008,0.010,0.006,0.008,0.008,0.006,0.010,0.004,0.011,0.004,0.010,0.010,0.015,0.010,0.015,0.008,0.006,0.00,0.015,0.010,0.008,0.008,0.011,0.011,0.013,0.013,0.023,0.006,0.011,0.017,0.013,0.006,0.002,0.008,0.006,0.015,0.006,0.011,0.017,0.006,0.017,0.011,0.013,0.013,0.004,0.008,0.011,0.011,0.010,0.013,0.015,0.008,0.008,0.006,0.010,0.013,0.017,0.013,0.010,0.008,0.013,0.011,0.010,0.006,0.006,0.017,0.013,526
Client  30,0.039,0.00,0.00,0.026,0.026,0.00,0.00,0.00,0.026,0.00,0.013,0.039,0.013,0.013,0.00,0.00,0.00,0.013,0.00,0.026,0.026,0.00,0.00,0.00,0.026,0.013,0.00,0.00,0.00,0.00,0.026,0.00,0.026,0.00,0.00,0.00,0.00,0.00,0.013,0.013,0.052,0.013,0.026,0.00,0.00,0.013,0.013,0.00,0.026,0.00,0.00,0.026,0.00,0.026,0.00,0.00,0.00,0.026,0.00,0.00,0.00,0.013,0.039,0.00,0.013,0.00,0.00,0.013,0.00,0.039,0.026,0.026,0.00,0.039,0.00,0.00,0.00,0.013,0.00,0.00,0.00,0.00,0.00,0.013,0.00,0.026,0.00,0.013,0.013,0.013,0.039,0.026,0.013,0.00,0.026,0.00,0.00,0.00,0.00,0.00,77
Client  31,0.001,0.012,0.013,0.007,0.012,0.003,0.012,0.010,0.006,0.003,0.007,0.010,0.010,0.013,0.013,0.013,0.006,0.003,0.009,0.009,0.007,0.014,0.007,0.013,0.010,0.009,0.010,0.017,0.017,0.006,0.009,0.019,0.012,0.007,0.009,0.010,0.007,0.006,0.010,0.013,0.013,0.007,0.012,0.010,0.014,0.012,0.016,0.010,0.009,0.012,0.014,0.010,0.013,0.014,0.016,0.003,0.007,0.013,0.013,0.014,0.007,0.016,0.009,0.010,0.012,0.006,0.009,0.007,0.013,0.010,0.017,0.009,0.012,0.004,0.010,0.009,0.007,0.010,0.004,0.013,0.006,0.007,0.007,0.014,0.007,0.016,0.010,0.006,0.013,0.012,0.012,0.016,0.009,0.010,0.013,0.009,0.007,0.009,0.003,0.003,690
