Class frequencies:
client,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13,class14,class15,class16,class17,class18,class19,class20,class21,class22,class23,class24,class25,class26,class27,class28,class29,class30,class31,class32,class33,class34,class35,class36,class37,class38,class39,class40,class41,class42,class43,class44,class45,class46,class47,class48,class49,class50,class51,class52,class53,class54,class55,class56,class57,class58,class59,class60,class61,class62,class63,class64,class65,class66,class67,class68,class69,class70,class71,class72,class73,class74,class75,class76,class77,class78,class79,class80,class81,class82,class83,class84,class85,class86,class87,class88,class89,class90,class91,class92,class93,class94,class95,class96,class97,class98,class99,Amount
Client  10,0.00,0.037,0.00,0.034,0.00,0.00,0.00,0.00,0.00,0.00,0.024,0.00,0.025,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.011,0.00,0.00,0.00,0.032,0.023,0.00,0.00,0.017,0.00,0.00,0.033,0.00,0.00,0.00,0.00,0.028,0.043,0.00,0.00,0.00,0.017,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.024,0.00,0.00,0.00,0.049,0.00,0.00,0.050,0.00,0.00,0.00,0.00,0.016,0.00,0.00,0.00,0.00,0.049,0.086,0.018,0.00,0.121,0.00,0.00,0.012,0.00,0.00,0.00,0.00,0.00,0.030,0.023,0.026,0.00,0.00,0.033,0.00,0.049,0.00,0.023,0.00,0.00,0.021,0.00,0.020,0.00,0.026,0.00,2914
Client  11,0.00,0.00,0.042,0.00,0.00,0.00,0.00,0.00,0.00,0.031,0.00,0.046,0.00,0.032,0.00,0.00,0.013,0.00,0.00,0.00,0.00,0.00,0.038,0.027,0.00,0.00,0.00,0.019,0.00,0.00,0.019,0.00,0.00,0.00,0.00,0.047,0.038,0.00,0.00,0.00,0.00,0.025,0.00,0.00,0.00,0.00,0.038,0.00,0.025,0.00,0.00,0.00,0.00,0.020,0.00,0.00,0.00,0.038,0.00,0.00,0.00,0.045,0.00,0.00,0.00,0.00,0.034,0.00,0.00,0.00,0.038,0.00,0.035,0.00,0.00,0.00,0.014,0.00,0.00,0.00,0.058,0.037,0.023,0.00,0.031,0.034,0.00,0.00,0.041,0.00,0.00,0.00,0.028,0.037,0.00,0.044,0.00,0.00,0.00,0.00,2475
Client  12,0.00,0.00,0.022,0.00,0.00,0.00,0.035,0.00,0.00,0.00,0.00,0.052,0.033,0.031,0.019,0.00,0.027,0.00,0.027,0.00,0.00,0.023,0.024,0.00,0.00,0.00,0.037,0.00,0.022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.029,0.031,0.037,0.00,0.041,0.038,0.036,0.00,0.00,0.00,0.016,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.056,0.00,0.00,0.00,0.00,0.034,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.041,0.00,0.00,0.032,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.044,0.00,0.053,0.00,0.00,0.015,0.00,0.00,0.00,0.040,0.038,0.031,0.038,2453
Client  13,0.036,0.00,0.00,0.00,0.00,0.00,0.00,0.046,0.034,0.00,0.00,0.036,0.00,0.038,0.024,0.00,0.028,0.00,0.030,0.00,0.00,0.00,0.007,0.00,0.00,0.00,0.00,0.046,0.026,0.032,0.030,0.00,0.016,0.00,0.00,0.042,0.044,0.00,0.00,0.00,0.024,0.00,0.00,0.00,0.00,0.00,0.060,0.00,0.031,0.035,0.034,0.00,0.040,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.030,0.00,0.037,0.00,0.00,0.00,0.00,0.00,0.00,0.012,0.00,0.00,0.00,0.00,0.031,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.044,0.00,0.00,0.00,0.00,0.00,0.053,0.00,0.00,0.029,0.00,0.00,0.025,0.00,0.00,2296
Client  14,0.00,0.00,0.00,0.00,0.053,0.044,0.00,0.00,0.00,0.00,0.038,0.00,0.029,0.00,0.030,0.00,0.028,0.032,0.00,0.040,0.00,0.00,0.00,0.024,0.00,0.053,0.00,0.028,0.026,0.00,0.031,0.00,0.00,0.031,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.021,0.00,0.00,0.00,0.00,0.00,0.028,0.00,0.00,0.00,0.025,0.00,0.00,0.00,0.054,0.047,0.00,0.00,0.00,0.00,0.00,0.00,0.021,0.00,0.029,0.00,0.00,0.00,0.00,0.00,0.039,0.00,0.00,0.050,0.00,0.029,0.029,0.00,0.00,0.023,0.00,0.00,0.00,0.00,0.047,0.028,0.024,0.00,0.00,0.00,0.016,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2339
Client  15,0.00,0.00,0.042,0.028,0.044,0.015,0.00,0.00,0.00,0.00,0.00,0.00,0.021,0.00,0.00,0.033,0.021,0.00,0.021,0.033,0.00,0.026,0.00,0.00,0.029,0.00,0.00,0.00,0.00,0.00,0.020,0.043,0.00,0.049,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.027,0.034,0.00,0.00,0.00,0.00,0.00,0.022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.069,0.063,0.035,0.031,0.044,0.00,0.00,0.00,0.00,0.00,0.015,0.00,0.00,0.00,0.00,0.00,0.029,0.00,0.037,0.019,0.00,0.032,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.049,0.035,0.00,0.00,0.033,2801
Client  16,0.00,0.00,0.00,0.027,0.00,0.036,0.00,0.027,0.030,0.035,0.00,0.00,0.00,0.00,0.00,0.00,0.014,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.025,0.00,0.00,0.033,0.00,0.00,0.034,0.048,0.00,0.00,0.040,0.035,0.042,0.037,0.00,0.036,0.029,0.00,0.00,0.025,0.00,0.023,0.00,0.00,0.039,0.00,0.00,0.035,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.014,0.00,0.00,0.00,0.062,0.00,0.063,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.025,0.026,0.00,0.00,0.032,0.027,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.017,0.00,0.00,0.00,0.00,0.00,0.050,0.00,0.036,2481
Client  17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.018,0.00,0.00,0.033,0.00,0.025,0.00,0.00,0.00,0.00,0.034,0.032,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.024,0.023,0.027,0.00,0.00,0.014,0.00,0.00,0.00,0.040,0.029,0.00,0.041,0.00,0.00,0.00,0.00,0.00,0.00,0.018,0.00,0.00,0.00,0.00,0.041,0.026,0.00,0.028,0.041,0.040,0.00,0.00,0.00,0.028,0.00,0.00,0.020,0.027,0.00,0.00,0.00,0.00,0.00,0.018,0.020,0.00,0.00,0.00,0.00,0.00,0.00,0.019,0.00,0.047,0.00,0.00,0.030,0.00,0.00,0.00,0.00,0.00,0.00,0.133,0.070,0.023,0.032,0.00,0.00,0.00,0.00,0.00,0.00,2783
Client  18,0.00,0.00,0.00,0.00,0.00,0.016,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.039,0.00,0.00,0.026,0.038,0.00,0.00,0.010,0.00,0.00,0.00,0.00,0.036,0.031,0.029,0.023,0.046,0.046,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.017,0.00,0.058,0.00,0.00,0.034,0.039,0.00,0.036,0.036,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.028,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.047,0.021,0.00,0.00,0.00,0.00,0.035,0.00,0.00,0.033,0.00,0.00,0.00,0.016,0.00,0.00,0.044,0.00,0.026,0.00,0.00,0.029,0.00,0.037,0.00,0.055,0.041,0.00,0.029,0.00,2380
Client  19,0.035,0.045,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.030,0.00,0.00,0.036,0.030,0.022,0.033,0.00,0.032,0.00,0.022,0.026,0.00,0.00,0.00,0.017,0.00,0.00,0.00,0.00,0.00,0.059,0.00,0.034,0.00,0.014,0.00,0.00,0.00,0.053,0.00,0.039,0.00,0.038,0.029,0.00,0.00,0.035,0.00,0.00,0.018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.036,0.00,0.044,0.00,0.00,0.00,0.00,0.00,0.047,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.022,0.00,0.00,0.00,0.035,0.00,0.030,0.00,0.00,0.00,0.00,0.040,0.030,0.00,0.00,0.031,0.039,0.00,2449
