Class frequencies:
client,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13,class14,class15,class16,class17,class18,class19,class20,class21,class22,class23,class24,class25,class26,class27,class28,class29,class30,class31,class32,class33,class34,class35,class36,class37,class38,class39,class40,class41,class42,class43,class44,class45,class46,class47,class48,class49,class50,class51,class52,class53,class54,class55,class56,class57,class58,class59,class60,class61,class62,class63,class64,class65,class66,class67,class68,class69,class70,class71,class72,class73,class74,class75,class76,class77,class78,class79,class80,class81,class82,class83,class84,class85,class86,class87,class88,class89,class90,class91,class92,class93,class94,class95,class96,class97,class98,class99,Amount
Client  10,0.00,0.032,0.00,0.040,0.00,0.00,0.00,0.00,0.00,0.00,0.036,0.00,0.044,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.022,0.00,0.00,0.00,0.044,0.044,0.00,0.00,0.024,0.00,0.00,0.038,0.00,0.00,0.00,0.00,0.022,0.036,0.00,0.00,0.00,0.028,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.030,0.00,0.00,0.00,0.044,0.00,0.00,0.028,0.00,0.00,0.00,0.00,0.020,0.00,0.00,0.00,0.00,0.036,0.048,0.030,0.00,0.036,0.00,0.00,0.026,0.00,0.00,0.00,0.00,0.00,0.052,0.018,0.020,0.00,0.00,0.036,0.00,0.032,0.00,0.036,0.00,0.00,0.030,0.00,0.044,0.00,0.028,0.00,502
Client  11,0.00,0.00,0.040,0.00,0.00,0.00,0.00,0.00,0.00,0.035,0.00,0.060,0.00,0.031,0.00,0.00,0.021,0.00,0.00,0.00,0.00,0.00,0.048,0.037,0.00,0.00,0.00,0.021,0.00,0.00,0.029,0.00,0.00,0.00,0.00,0.031,0.050,0.00,0.00,0.00,0.00,0.023,0.00,0.00,0.00,0.00,0.050,0.00,0.029,0.00,0.00,0.00,0.00,0.017,0.00,0.00,0.00,0.040,0.00,0.00,0.00,0.031,0.00,0.00,0.00,0.00,0.025,0.00,0.00,0.00,0.048,0.00,0.039,0.00,0.00,0.00,0.013,0.00,0.00,0.00,0.052,0.033,0.031,0.00,0.023,0.025,0.00,0.00,0.035,0.00,0.00,0.00,0.029,0.037,0.00,0.017,0.00,0.00,0.00,0.00,519
Client  12,0.00,0.00,0.023,0.00,0.00,0.00,0.030,0.00,0.00,0.00,0.00,0.068,0.038,0.036,0.023,0.00,0.036,0.00,0.032,0.00,0.00,0.030,0.025,0.00,0.00,0.00,0.053,0.00,0.027,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.036,0.032,0.025,0.00,0.030,0.030,0.042,0.00,0.00,0.00,0.015,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.027,0.00,0.00,0.00,0.00,0.042,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.042,0.00,0.00,0.034,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.028,0.00,0.036,0.00,0.00,0.017,0.00,0.00,0.00,0.036,0.032,0.034,0.042,528
Client  13,0.036,0.00,0.00,0.00,0.00,0.00,0.00,0.048,0.032,0.00,0.00,0.034,0.00,0.036,0.038,0.00,0.032,0.00,0.040,0.00,0.00,0.00,0.014,0.00,0.00,0.00,0.00,0.044,0.026,0.050,0.028,0.00,0.026,0.00,0.00,0.034,0.042,0.00,0.00,0.00,0.030,0.00,0.00,0.00,0.00,0.00,0.040,0.00,0.036,0.036,0.032,0.00,0.028,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.030,0.00,0.028,0.00,0.00,0.00,0.00,0.00,0.00,0.026,0.00,0.00,0.00,0.00,0.040,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.022,0.00,0.00,0.00,0.00,0.00,0.048,0.00,0.00,0.032,0.00,0.00,0.014,0.00,0.00,501
Client  14,0.00,0.00,0.00,0.00,0.043,0.036,0.00,0.00,0.00,0.00,0.034,0.00,0.043,0.00,0.038,0.00,0.040,0.040,0.00,0.053,0.00,0.00,0.00,0.023,0.00,0.053,0.00,0.021,0.036,0.00,0.026,0.00,0.00,0.032,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.021,0.00,0.00,0.00,0.00,0.00,0.032,0.00,0.00,0.00,0.025,0.00,0.00,0.00,0.042,0.036,0.00,0.00,0.00,0.00,0.00,0.00,0.023,0.00,0.013,0.00,0.00,0.00,0.00,0.00,0.042,0.00,0.00,0.047,0.00,0.032,0.028,0.00,0.00,0.019,0.00,0.00,0.00,0.00,0.040,0.032,0.036,0.00,0.00,0.00,0.017,0.00,0.00,0.00,0.00,0.00,0.00,0.00,530
Client  15,0.00,0.00,0.038,0.034,0.046,0.013,0.00,0.00,0.00,0.00,0.00,0.00,0.044,0.00,0.00,0.042,0.036,0.00,0.038,0.044,0.00,0.021,0.00,0.00,0.034,0.00,0.00,0.00,0.00,0.00,0.036,0.027,0.00,0.027,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.036,0.040,0.00,0.00,0.00,0.00,0.00,0.021,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.051,0.032,0.040,0.032,0.025,0.00,0.00,0.00,0.00,0.00,0.015,0.00,0.00,0.00,0.00,0.00,0.034,0.00,0.036,0.032,0.00,0.028,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.038,0.027,0.00,0.00,0.034,527
Client  16,0.00,0.00,0.00,0.020,0.00,0.049,0.00,0.022,0.037,0.047,0.00,0.00,0.00,0.00,0.00,0.00,0.026,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.028,0.00,0.00,0.047,0.00,0.00,0.026,0.043,0.00,0.00,0.033,0.026,0.033,0.037,0.00,0.028,0.045,0.00,0.00,0.037,0.00,0.028,0.00,0.00,0.041,0.00,0.00,0.022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.022,0.00,0.00,0.00,0.045,0.00,0.039,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.028,0.030,0.00,0.00,0.030,0.024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.016,0.00,0.00,0.00,0.00,0.00,0.045,0.00,0.045,492
Client  17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.012,0.00,0.00,0.057,0.00,0.038,0.00,0.00,0.00,0.00,0.048,0.032,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.032,0.044,0.028,0.00,0.00,0.018,0.00,0.00,0.00,0.050,0.042,0.00,0.024,0.00,0.00,0.00,0.00,0.00,0.00,0.012,0.00,0.00,0.00,0.00,0.046,0.024,0.00,0.028,0.040,0.034,0.00,0.00,0.00,0.036,0.00,0.00,0.026,0.032,0.00,0.00,0.00,0.00,0.00,0.042,0.022,0.00,0.00,0.00,0.00,0.00,0.00,0.014,0.00,0.048,0.00,0.00,0.036,0.00,0.00,0.00,0.00,0.00,0.00,0.048,0.040,0.016,0.040,0.00,0.00,0.00,0.00,0.00,0.00,505
Client  18,0.00,0.00,0.00,0.00,0.00,0.018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.053,0.00,0.00,0.035,0.045,0.00,0.00,0.019,0.00,0.00,0.00,0.00,0.045,0.037,0.029,0.023,0.035,0.025,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.012,0.00,0.066,0.00,0.00,0.035,0.039,0.00,0.025,0.025,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.021,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.037,0.039,0.00,0.00,0.00,0.00,0.033,0.00,0.00,0.029,0.00,0.00,0.00,0.019,0.00,0.00,0.041,0.00,0.037,0.00,0.00,0.029,0.00,0.043,0.00,0.041,0.031,0.00,0.033,0.00,514
Client  19,0.024,0.036,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.034,0.00,0.00,0.032,0.030,0.034,0.045,0.00,0.052,0.00,0.021,0.034,0.00,0.00,0.00,0.021,0.00,0.00,0.00,0.00,0.00,0.050,0.00,0.032,0.00,0.032,0.00,0.00,0.00,0.043,0.00,0.028,0.00,0.037,0.041,0.00,0.00,0.032,0.00,0.00,0.017,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.036,0.00,0.036,0.00,0.00,0.00,0.00,0.00,0.026,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.026,0.00,0.00,0.00,0.039,0.00,0.034,0.00,0.00,0.00,0.00,0.032,0.034,0.00,0.00,0.037,0.028,0.00,535
Client  20,0.00,0.050,0.00,0.00,0.044,0.026,0.00,0.034,0.00,0.00,0.00,0.042,0.00,0.036,0.00,0.00,0.00,0.00,0.020,0.00,0.042,0.032,0.00,0.00,0.00,0.012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.052,0.036,0.00,0.00,0.00,0.018,0.00,0.026,0.00,0.00,0.00,0.00,0.058,0.00,0.00,0.036,0.00,0.030,0.00,0.030,0.00,0.00,0.00,0.00,0.00,0.018,0.00,0.00,0.048,0.00,0.00,0.028,0.00,0.00,0.034,0.028,0.00,0.00,0.014,0.00,0.00,0.00,0.00,0.034,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.044,0.00,0.00,0.00,0.036,0.00,0.00,0.014,0.00,0.00,0.00,0.054,0.022,0.00,0.00,499
Client  21,0.034,0.030,0.00,0.00,0.00,0.022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.030,0.00,0.00,0.00,0.00,0.044,0.00,0.00,0.032,0.00,0.00,0.034,0.034,0.00,0.00,0.030,0.024,0.038,0.00,0.036,0.00,0.032,0.022,0.00,0.00,0.056,0.00,0.022,0.00,0.030,0.036,0.00,0.00,0.00,0.00,0.020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.024,0.00,0.00,0.00,0.054,0.030,0.032,0.00,0.00,0.00,0.030,0.00,0.046,0.028,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.028,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.042,0.034,0.00,0.038,496
Client  22,0.00,0.00,0.00,0.044,0.00,0.00,0.056,0.030,0.00,0.00,0.00,0.00,0.00,0.026,0.00,0.040,0.00,0.00,0.00,0.00,0.030,0.00,0.034,0.00,0.00,0.040,0.00,0.00,0.034,0.028,0.030,0.036,0.016,0.032,0.042,0.00,0.00,0.00,0.00,0.00,0.032,0.036,0.038,0.00,0.00,0.00,0.030,0.00,0.00,0.036,0.00,0.018,0.00,0.00,0.00,0.00,0.00,0.048,0.040,0.00,0.00,0.010,0.00,0.00,0.00,0.064,0.030,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.026,0.026,0.00,0.00,0.00,0.00,0.008,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.036,0.00,0.00,0.00,498
Client  23,0.037,0.00,0.00,0.022,0.049,0.00,0.00,0.00,0.00,0.026,0.043,0.00,0.00,0.00,0.00,0.00,0.030,0.00,0.00,0.00,0.00,0.045,0.00,0.035,0.00,0.00,0.00,0.00,0.026,0.00,0.032,0.034,0.00,0.030,0.00,0.00,0.041,0.021,0.022,0.039,0.00,0.028,0.00,0.043,0.00,0.00,0.00,0.00,0.00,0.00,0.017,0.00,0.00,0.00,0.00,0.00,0.039,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.049,0.00,0.00,0.032,0.030,0.022,0.00,0.00,0.041,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.015,0.00,0.049,0.032,0.00,0.00,0.026,0.00,0.00,0.00,0.00,0.047,0.00,0.00,0.00,0.00,536
Client  24,0.00,0.022,0.00,0.00,0.00,0.00,0.00,0.036,0.00,0.00,0.00,0.00,0.044,0.00,0.030,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.022,0.042,0.046,0.030,0.00,0.00,0.00,0.00,0.030,0.030,0.00,0.00,0.046,0.00,0.00,0.030,0.00,0.034,0.00,0.042,0.00,0.00,0.036,0.00,0.00,0.030,0.00,0.00,0.00,0.030,0.00,0.00,0.00,0.00,0.00,0.024,0.00,0.038,0.040,0.00,0.00,0.00,0.00,0.00,0.032,0.036,0.00,0.00,0.040,0.00,0.034,0.00,0.00,0.032,0.026,0.00,0.00,0.00,0.010,0.00,0.00,0.032,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.046,0.00,0.034,502
Client  25,0.00,0.043,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.039,0.00,0.00,0.041,0.00,0.00,0.039,0.049,0.029,0.027,0.00,0.00,0.00,0.014,0.00,0.00,0.00,0.00,0.00,0.00,0.029,0.00,0.00,0.00,0.00,0.00,0.025,0.00,0.045,0.00,0.031,0.00,0.00,0.00,0.00,0.039,0.00,0.037,0.027,0.00,0.031,0.00,0.00,0.035,0.00,0.037,0.00,0.00,0.035,0.00,0.00,0.00,0.027,0.020,0.00,0.00,0.00,0.00,0.045,0.00,0.00,0.00,0.00,0.00,0.00,0.025,0.00,0.00,0.033,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.043,0.043,0.031,0.00,0.039,0.00,0.027,0.00,0.00,0.012,0.00,0.00,512
Client  26,0.00,0.023,0.00,0.00,0.00,0.00,0.00,0.033,0.00,0.047,0.00,0.00,0.00,0.00,0.00,0.029,0.00,0.00,0.035,0.00,0.00,0.014,0.00,0.00,0.00,0.00,0.049,0.00,0.00,0.00,0.041,0.00,0.023,0.00,0.00,0.00,0.051,0.021,0.00,0.033,0.00,0.035,0.00,0.043,0.035,0.00,0.027,0.00,0.00,0.035,0.029,0.037,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.021,0.00,0.029,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.041,0.029,0.025,0.00,0.00,0.00,0.00,0.00,0.00,0.041,0.035,0.00,0.00,0.00,0.049,0.029,0.031,0.025,0.00,512
Client  27,0.00,0.060,0.00,0.00,0.050,0.048,0.00,0.00,0.022,0.00,0.00,0.020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.044,0.00,0.050,0.00,0.030,0.00,0.00,0.00,0.022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.030,0.00,0.00,0.044,0.00,0.00,0.00,0.00,0.020,0.052,0.038,0.00,0.00,0.028,0.00,0.012,0.00,0.030,0.042,0.00,0.00,0.00,0.016,0.00,0.00,0.00,0.00,0.00,0.026,0.00,0.054,0.034,0.024,0.00,0.00,0.00,0.034,0.024,0.026,0.00,0.00,0.00,0.038,0.032,0.00,0.00,0.024,0.00,0.00,0.022,0.00,0.00,0.00,0.00,498
Client  28,0.050,0.032,0.028,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.034,0.034,0.00,0.00,0.00,0.024,0.00,0.00,0.046,0.032,0.032,0.00,0.00,0.00,0.00,0.020,0.00,0.00,0.00,0.00,0.038,0.00,0.00,0.00,0.00,0.00,0.00,0.050,0.00,0.030,0.00,0.00,0.040,0.028,0.00,0.036,0.00,0.00,0.032,0.022,0.00,0.030,0.00,0.00,0.022,0.00,0.00,0.00,0.052,0.024,0.00,0.00,0.024,0.00,0.00,0.00,0.00,0.00,0.058,0.026,0.040,0.00,0.00,0.00,0.016,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.042,0.038,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.026,0.00,0.00,0.00,0.00,503
Client  29,0.00,0.045,0.00,0.026,0.047,0.023,0.00,0.00,0.043,0.00,0.00,0.036,0.00,0.038,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.045,0.00,0.00,0.034,0.00,0.017,0.00,0.00,0.00,0.00,0.00,0.00,0.036,0.032,0.00,0.00,0.030,0.036,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.030,0.032,0.00,0.034,0.034,0.00,0.026,0.00,0.00,0.00,0.00,0.00,0.00,0.032,0.030,0.00,0.00,0.039,0.00,0.00,0.028,0.036,0.034,0.032,0.00,0.00,0.00,0.00,0.023,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.032,0.00,0.00,0.00,0.00,0.00,0.051,0.021,0.00,532
Client  30,0.00,0.00,0.00,0.00,0.00,0.044,0.00,0.025,0.00,0.00,0.019,0.00,0.00,0.00,0.00,0.059,0.00,0.048,0.00,0.044,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.031,0.038,0.029,0.029,0.025,0.00,0.00,0.00,0.00,0.015,0.00,0.00,0.00,0.00,0.00,0.00,0.038,0.00,0.048,0.031,0.00,0.00,0.00,0.00,0.019,0.00,0.00,0.00,0.00,0.00,0.00,0.023,0.00,0.00,0.00,0.00,0.025,0.050,0.029,0.00,0.00,0.040,0.00,0.00,0.00,0.025,0.00,0.056,0.00,0.00,0.00,0.023,0.00,0.017,0.036,0.00,0.029,0.00,0.038,0.00,0.00,0.036,0.031,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,522
Client  31,0.00,0.00,0.00,0.00,0.028,0.058,0.00,0.030,0.00,0.00,0.00,0.016,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.044,0.00,0.00,0.00,0.00,0.054,0.040,0.00,0.038,0.024,0.00,0.032,0.00,0.00,0.018,0.00,0.00,0.00,0.00,0.044,0.040,0.00,0.00,0.00,0.00,0.00,0.00,0.038,0.034,0.022,0.00,0.028,0.020,0.00,0.00,0.00,0.00,0.00,0.034,0.00,0.032,0.034,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.028,0.030,0.00,0.00,0.00,0.00,0.00,0.020,0.00,0.00,0.00,0.00,0.044,0.034,0.00,0.00,0.008,0.00,0.00,0.054,0.00,0.00,0.046,0.028,500
