Class frequencies:
client,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13,class14,class15,class16,class17,class18,class19,class20,class21,class22,class23,class24,class25,class26,class27,class28,class29,class30,class31,class32,class33,class34,class35,class36,class37,class38,class39,class40,class41,class42,class43,class44,class45,class46,class47,class48,class49,class50,class51,class52,class53,class54,class55,class56,class57,class58,class59,class60,class61,class62,class63,class64,class65,class66,class67,class68,class69,class70,class71,class72,class73,class74,class75,class76,class77,class78,class79,class80,class81,class82,class83,class84,class85,class86,class87,class88,class89,class90,class91,class92,class93,class94,class95,class96,class97,class98,class99,Amount
Client  10,0.011,0.004,0.012,0.005,0.001,0.002,0.003,0.00,0.004,0.004,0.012,0.026,0.010,0.003,0.016,0.009,0.031,0.003,0.006,0.001,0.012,0.00,0.005,0.007,0.00,0.003,0.037,0.002,0.003,0.008,0.003,0.012,0.032,0.012,0.00,0.006,0.080,0.008,0.00,0.001,0.019,0.014,0.010,0.024,0.003,0.003,0.018,0.025,0.002,0.005,0.017,0.000,0.000,0.022,0.043,0.000,0.000,0.001,0.041,0.003,0.016,0.015,0.003,0.034,0.010,0.00,0.001,0.001,0.000,0.011,0.007,0.013,0.002,0.001,0.003,0.003,0.001,0.002,0.014,0.005,0.008,0.001,0.029,0.024,0.002,0.005,0.014,0.000,0.003,0.002,0.009,0.022,0.017,0.029,0.001,0.00,0.005,0.001,0.038,0.00,2575
Client  11,0.005,0.018,0.011,0.012,0.008,0.001,0.036,0.003,0.000,0.00,0.001,0.001,0.034,0.005,0.006,0.001,0.054,0.039,0.019,0.013,0.000,0.002,0.002,0.001,0.004,0.018,0.024,0.000,0.014,0.030,0.00,0.009,0.005,0.004,0.002,0.003,0.006,0.00,0.001,0.001,0.006,0.007,0.003,0.013,0.036,0.038,0.035,0.00,0.006,0.014,0.002,0.000,0.003,0.012,0.00,0.005,0.006,0.017,0.002,0.006,0.019,0.008,0.00,0.013,0.016,0.001,0.002,0.012,0.008,0.006,0.027,0.00,0.003,0.000,0.002,0.004,0.003,0.009,0.005,0.005,0.008,0.003,0.006,0.014,0.021,0.00,0.019,0.002,0.003,0.043,0.012,0.014,0.00,0.010,0.00,0.011,0.030,0.057,0.00,0.00,2634
Client  12,0.007,0.000,0.001,0.003,0.002,0.002,0.011,0.001,0.033,0.009,0.009,0.016,0.002,0.00,0.00,0.002,0.005,0.006,0.004,0.00,0.00,0.000,0.002,0.007,0.004,0.032,0.000,0.009,0.005,0.004,0.003,0.000,0.002,0.016,0.016,0.013,0.00,0.009,0.000,0.00,0.000,0.010,0.004,0.002,0.007,0.003,0.032,0.002,0.026,0.023,0.006,0.004,0.001,0.006,0.011,0.006,0.001,0.007,0.007,0.002,0.007,0.009,0.023,0.002,0.029,0.006,0.00,0.002,0.00,0.001,0.002,0.001,0.013,0.002,0.001,0.031,0.002,0.021,0.002,0.005,0.040,0.004,0.000,0.001,0.009,0.001,0.001,0.011,0.00,0.023,0.087,0.007,0.056,0.002,0.046,0.054,0.072,0.022,0.004,0.003,2278
Client  13,0.051,0.036,0.019,0.000,0.016,0.00,0.001,0.016,0.018,0.000,0.000,0.008,0.00,0.005,0.000,0.006,0.024,0.004,0.002,0.015,0.000,0.003,0.009,0.004,0.039,0.013,0.004,0.029,0.018,0.00,0.043,0.005,0.011,0.001,0.005,0.024,0.004,0.003,0.00,0.004,0.006,0.010,0.015,0.00,0.025,0.00,0.002,0.009,0.00,0.00,0.038,0.002,0.002,0.019,0.008,0.004,0.026,0.004,0.009,0.005,0.024,0.001,0.00,0.006,0.00,0.017,0.003,0.027,0.001,0.009,0.002,0.00,0.016,0.008,0.001,0.010,0.013,0.000,0.00,0.010,0.004,0.00,0.004,0.001,0.040,0.014,0.002,0.006,0.003,0.028,0.003,0.009,0.003,0.00,0.001,0.013,0.005,0.001,0.090,0.001,2352
Client  14,0.016,0.026,0.001,0.002,0.025,0.010,0.011,0.00,0.007,0.001,0.005,0.002,0.032,0.010,0.000,0.002,0.023,0.00,0.009,0.003,0.005,0.001,0.00,0.014,0.021,0.008,0.003,0.00,0.002,0.010,0.015,0.004,0.019,0.003,0.004,0.00,0.002,0.020,0.041,0.003,0.006,0.019,0.007,0.058,0.017,0.003,0.002,0.00,0.001,0.016,0.002,0.004,0.00,0.009,0.001,0.021,0.002,0.020,0.002,0.033,0.008,0.000,0.068,0.006,0.002,0.00,0.00,0.001,0.00,0.001,0.001,0.006,0.000,0.018,0.018,0.00,0.000,0.042,0.031,0.003,0.009,0.003,0.003,0.00,0.020,0.004,0.060,0.005,0.023,0.003,0.012,0.033,0.001,0.001,0.034,0.00,0.00,0.00,0.00,0.00,2500
Client  15,0.006,0.011,0.003,0.000,0.004,0.002,0.002,0.004,0.010,0.007,0.001,0.004,0.002,0.002,0.004,0.001,0.014,0.001,0.004,0.029,0.00,0.010,0.001,0.006,0.003,0.002,0.006,0.000,0.009,0.001,0.00,0.00,0.00,0.035,0.051,0.020,0.001,0.085,0.000,0.006,0.001,0.045,0.022,0.048,0.001,0.004,0.004,0.001,0.029,0.000,0.00,0.027,0.000,0.003,0.026,0.00,0.001,0.049,0.012,0.019,0.002,0.025,0.006,0.004,0.011,0.073,0.000,0.006,0.045,0.000,0.014,0.001,0.049,0.016,0.000,0.00,0.019,0.030,0.011,0.001,0.009,0.009,0.001,0.002,0.001,0.000,0.010,0.014,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2514
Client  16,0.028,0.000,0.021,0.00,0.00,0.007,0.008,0.010,0.006,0.005,0.065,0.002,0.021,0.016,0.019,0.014,0.005,0.003,0.001,0.002,0.015,0.023,0.023,0.010,0.026,0.002,0.003,0.006,0.028,0.002,0.003,0.002,0.019,0.011,0.001,0.003,0.032,0.003,0.027,0.000,0.013,0.002,0.019,0.001,0.025,0.007,0.011,0.00,0.003,0.002,0.00,0.030,0.00,0.007,0.004,0.025,0.008,0.00,0.022,0.003,0.009,0.007,0.00,0.000,0.009,0.010,0.038,0.063,0.018,0.004,0.020,0.031,0.007,0.002,0.012,0.006,0.044,0.008,0.001,0.055,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2525
Client  17,0.002,0.00,0.016,0.008,0.008,0.006,0.002,0.000,0.022,0.010,0.013,0.041,0.005,0.005,0.010,0.000,0.003,0.002,0.017,0.00,0.018,0.032,0.016,0.006,0.007,0.00,0.003,0.054,0.00,0.018,0.026,0.028,0.015,0.000,0.026,0.001,0.007,0.00,0.024,0.006,0.003,0.040,0.003,0.000,0.00,0.024,0.001,0.034,0.005,0.005,0.008,0.00,0.001,0.000,0.005,0.002,0.008,0.014,0.000,0.006,0.003,0.000,0.011,0.004,0.006,0.00,0.000,0.039,0.003,0.002,0.001,0.010,0.067,0.004,0.020,0.009,0.002,0.003,0.010,0.011,0.002,0.081,0.002,0.001,0.014,0.010,0.003,0.048,0.004,0.002,0.008,0.001,0.001,0.001,0.006,0.00,0.00,0.00,0.00,0.00,2509
Client  18,0.002,0.006,0.000,0.031,0.001,0.043,0.004,0.005,0.016,0.038,0.034,0.002,0.045,0.00,0.004,0.021,0.015,0.026,0.002,0.007,0.00,0.021,0.023,0.007,0.008,0.006,0.006,0.002,0.005,0.000,0.002,0.021,0.004,0.002,0.021,0.018,0.002,0.001,0.012,0.001,0.002,0.015,0.000,0.015,0.001,0.019,0.013,0.042,0.002,0.008,0.028,0.004,0.002,0.00,0.00,0.00,0.011,0.001,0.004,0.005,0.003,0.039,0.00,0.002,0.003,0.002,0.013,0.019,0.008,0.007,0.006,0.013,0.003,0.007,0.071,0.037,0.011,0.00,0.003,0.020,0.035,0.013,0.006,0.005,0.002,0.010,0.024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2559
Client  19,0.011,0.005,0.003,0.000,0.029,0.000,0.003,0.006,0.002,0.001,0.003,0.003,0.004,0.002,0.025,0.011,0.000,0.003,0.002,0.011,0.002,0.004,0.004,0.009,0.007,0.009,0.012,0.001,0.000,0.011,0.014,0.009,0.007,0.000,0.005,0.004,0.000,0.002,0.004,0.015,0.029,0.000,0.027,0.000,0.005,0.004,0.013,0.040,0.004,0.000,0.001,0.010,0.069,0.001,0.044,0.001,0.009,0.004,0.024,0.009,0.006,0.004,0.002,0.043,0.002,0.038,0.017,0.000,0.007,0.017,0.004,0.018,0.006,0.001,0.002,0.018,0.001,0.010,0.008,0.005,0.002,0.006,0.005,0.008,0.005,0.002,0.001,0.013,0.011,0.011,0.006,0.005,0.000,0.095,0.009,0.000,0.002,0.043,0.026,0.00,2546
