Class frequencies:
client,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13,class14,class15,class16,class17,class18,class19,class20,class21,class22,class23,class24,class25,class26,class27,class28,class29,class30,class31,class32,class33,class34,class35,class36,class37,class38,class39,class40,class41,class42,class43,class44,class45,class46,class47,class48,class49,class50,class51,class52,class53,class54,class55,class56,class57,class58,class59,class60,class61,class62,class63,class64,class65,class66,class67,class68,class69,class70,class71,class72,class73,class74,class75,class76,class77,class78,class79,class80,class81,class82,class83,class84,class85,class86,class87,class88,class89,class90,class91,class92,class93,class94,class95,class96,class97,class98,class99,Amount
Client  10,0.00,0.043,0.00,0.028,0.00,0.00,0.00,0.00,0.00,0.00,0.024,0.00,0.025,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.015,0.00,0.00,0.00,0.028,0.022,0.00,0.00,0.016,0.00,0.00,0.034,0.00,0.00,0.00,0.00,0.028,0.043,0.00,0.00,0.00,0.024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.025,0.00,0.00,0.00,0.034,0.00,0.00,0.057,0.00,0.00,0.00,0.00,0.024,0.00,0.00,0.00,0.00,0.057,0.019,0.017,0.00,0.172,0.00,0.00,0.021,0.00,0.00,0.00,0.00,0.00,0.021,0.024,0.024,0.00,0.00,0.024,0.00,0.057,0.00,0.019,0.00,0.00,0.024,0.00,0.021,0.00,0.024,0.00,2914
Client  11,0.00,0.00,0.029,0.00,0.00,0.00,0.00,0.00,0.00,0.034,0.00,0.040,0.00,0.025,0.00,0.00,0.020,0.00,0.00,0.00,0.00,0.00,0.018,0.040,0.00,0.00,0.00,0.025,0.00,0.00,0.018,0.00,0.00,0.00,0.00,0.051,0.029,0.00,0.00,0.00,0.00,0.040,0.00,0.00,0.00,0.00,0.025,0.00,0.023,0.00,0.00,0.00,0.00,0.034,0.00,0.00,0.00,0.040,0.00,0.00,0.00,0.040,0.00,0.00,0.00,0.00,0.034,0.00,0.00,0.00,0.022,0.00,0.040,0.00,0.00,0.00,0.025,0.00,0.00,0.00,0.051,0.034,0.025,0.00,0.029,0.051,0.00,0.00,0.025,0.00,0.00,0.00,0.025,0.040,0.00,0.067,0.00,0.00,0.00,0.00,2475
Client  12,0.00,0.00,0.029,0.00,0.00,0.00,0.041,0.00,0.00,0.00,0.00,0.041,0.029,0.025,0.025,0.00,0.020,0.00,0.034,0.00,0.00,0.029,0.018,0.00,0.00,0.00,0.034,0.00,0.026,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.029,0.034,0.034,0.00,0.041,0.041,0.034,0.00,0.00,0.00,0.025,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.068,0.00,0.00,0.00,0.00,0.023,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.034,0.00,0.00,0.029,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.029,0.00,0.068,0.00,0.00,0.025,0.00,0.00,0.00,0.025,0.041,0.029,0.041,2453
Client  13,0.031,0.00,0.00,0.00,0.00,0.00,0.00,0.031,0.036,0.00,0.00,0.044,0.00,0.027,0.027,0.00,0.022,0.00,0.036,0.00,0.00,0.00,0.020,0.00,0.00,0.00,0.00,0.027,0.027,0.036,0.020,0.00,0.027,0.00,0.00,0.054,0.031,0.00,0.00,0.00,0.044,0.00,0.00,0.00,0.00,0.00,0.027,0.00,0.024,0.054,0.044,0.00,0.031,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.044,0.00,0.024,0.00,0.00,0.00,0.00,0.00,0.00,0.024,0.00,0.00,0.00,0.00,0.036,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.054,0.00,0.00,0.00,0.00,0.00,0.024,0.00,0.00,0.031,0.00,0.00,0.044,0.00,0.00,2296
Client  14,0.00,0.00,0.00,0.00,0.071,0.027,0.00,0.00,0.00,0.00,0.030,0.00,0.030,0.00,0.027,0.00,0.021,0.043,0.00,0.035,0.00,0.00,0.00,0.043,0.00,0.035,0.00,0.027,0.027,0.00,0.019,0.00,0.00,0.043,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.035,0.00,0.00,0.00,0.00,0.00,0.024,0.00,0.00,0.00,0.030,0.00,0.00,0.00,0.043,0.043,0.00,0.00,0.00,0.00,0.00,0.00,0.030,0.00,0.035,0.00,0.00,0.00,0.00,0.00,0.043,0.00,0.00,0.035,0.00,0.024,0.030,0.00,0.00,0.035,0.00,0.00,0.00,0.00,0.030,0.030,0.027,0.00,0.00,0.00,0.027,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2339
Client  15,0.00,0.00,0.025,0.030,0.059,0.022,0.00,0.00,0.00,0.00,0.00,0.00,0.025,0.00,0.00,0.020,0.018,0.00,0.030,0.030,0.00,0.025,0.00,0.00,0.030,0.00,0.00,0.00,0.00,0.00,0.016,0.060,0.00,0.036,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.025,0.036,0.00,0.00,0.00,0.00,0.00,0.036,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.059,0.059,0.030,0.036,0.045,0.00,0.00,0.00,0.00,0.00,0.025,0.00,0.00,0.00,0.00,0.00,0.030,0.00,0.022,0.020,0.00,0.036,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.060,0.022,0.00,0.00,0.036,2801
Client  16,0.00,0.00,0.00,0.033,0.00,0.025,0.00,0.029,0.033,0.033,0.00,0.00,0.00,0.00,0.00,0.00,0.020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.025,0.00,0.00,0.018,0.00,0.00,0.040,0.050,0.00,0.00,0.033,0.033,0.050,0.040,0.00,0.033,0.029,0.00,0.00,0.025,0.00,0.022,0.00,0.00,0.040,0.00,0.00,0.033,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.022,0.00,0.00,0.00,0.050,0.00,0.067,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.022,0.029,0.00,0.00,0.033,0.025,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.022,0.00,0.00,0.00,0.00,0.00,0.040,0.00,0.040,2481
Client  17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.026,0.00,0.00,0.026,0.00,0.026,0.00,0.00,0.00,0.00,0.036,0.030,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.022,0.022,0.030,0.00,0.00,0.022,0.00,0.00,0.00,0.026,0.030,0.00,0.045,0.00,0.00,0.00,0.00,0.00,0.00,0.022,0.00,0.00,0.00,0.00,0.036,0.026,0.00,0.030,0.045,0.036,0.00,0.00,0.00,0.030,0.00,0.00,0.020,0.026,0.00,0.00,0.00,0.00,0.00,0.020,0.018,0.00,0.00,0.00,0.00,0.00,0.00,0.026,0.00,0.045,0.00,0.00,0.026,0.00,0.00,0.00,0.00,0.00,0.00,0.180,0.020,0.022,0.036,0.00,0.00,0.00,0.00,0.00,0.00,2783
Client  18,0.00,0.00,0.00,0.00,0.00,0.026,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.023,0.00,0.00,0.035,0.035,0.00,0.00,0.019,0.00,0.00,0.00,0.00,0.026,0.026,0.035,0.019,0.070,0.026,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.030,0.00,0.042,0.00,0.00,0.023,0.053,0.00,0.042,0.030,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.053,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.023,0.021,0.00,0.00,0.00,0.00,0.026,0.00,0.00,0.042,0.00,0.00,0.00,0.030,0.00,0.00,0.030,0.00,0.026,0.00,0.00,0.023,0.00,0.042,0.00,0.070,0.026,0.00,0.030,0.00,2380
Client  19,0.029,0.051,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.041,0.00,0.00,0.025,0.022,0.020,0.041,0.00,0.034,0.00,0.029,0.018,0.00,0.00,0.00,0.034,0.00,0.00,0.00,0.00,0.00,0.025,0.00,0.051,0.00,0.029,0.00,0.00,0.00,0.041,0.00,0.034,0.00,0.041,0.041,0.00,0.00,0.022,0.00,0.00,0.041,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.022,0.00,0.068,0.00,0.00,0.00,0.00,0.00,0.020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.025,0.00,0.00,0.00,0.029,0.00,0.025,0.00,0.00,0.00,0.00,0.041,0.029,0.00,0.00,0.041,0.029,0.00,2449
