Class frequencies:
client,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13,class14,class15,class16,class17,class18,class19,class20,class21,class22,class23,class24,class25,class26,class27,class28,class29,class30,class31,class32,class33,class34,class35,class36,class37,class38,class39,class40,class41,class42,class43,class44,class45,class46,class47,class48,class49,class50,class51,class52,class53,class54,class55,class56,class57,class58,class59,class60,class61,class62,class63,class64,class65,class66,class67,class68,class69,class70,class71,class72,class73,class74,class75,class76,class77,class78,class79,class80,class81,class82,class83,class84,class85,class86,class87,class88,class89,class90,class91,class92,class93,class94,class95,class96,class97,class98,class99,Amount
Client  10,0.00,0.024,0.014,0.026,0.008,0.00,0.00,0.00,0.00,0.00,0.018,0.026,0.024,0.012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.014,0.016,0.00,0.00,0.028,0.042,0.010,0.00,0.020,0.008,0.00,0.024,0.010,0.014,0.00,0.00,0.016,0.028,0.00,0.00,0.00,0.024,0.016,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.010,0.012,0.00,0.014,0.024,0.012,0.00,0.018,0.012,0.00,0.00,0.00,0.016,0.018,0.00,0.00,0.00,0.022,0.014,0.036,0.014,0.018,0.020,0.00,0.024,0.008,0.00,0.00,0.010,0.00,0.014,0.030,0.030,0.022,0.00,0.020,0.010,0.016,0.014,0.024,0.010,0.00,0.018,0.00,0.016,0.016,0.026,0.014,502
Client  11,0.00,0.00,0.023,0.012,0.00,0.012,0.00,0.00,0.00,0.027,0.00,0.031,0.008,0.017,0.019,0.00,0.029,0.008,0.00,0.00,0.00,0.00,0.017,0.037,0.015,0.00,0.00,0.023,0.008,0.00,0.015,0.012,0.00,0.00,0.00,0.023,0.037,0.013,0.00,0.00,0.00,0.025,0.013,0.00,0.00,0.00,0.015,0.012,0.019,0.017,0.00,0.00,0.00,0.019,0.015,0.00,0.00,0.023,0.012,0.00,0.00,0.021,0.006,0.00,0.00,0.00,0.019,0.012,0.00,0.00,0.025,0.010,0.023,0.015,0.00,0.00,0.021,0.010,0.00,0.00,0.029,0.033,0.025,0.012,0.023,0.017,0.012,0.00,0.013,0.017,0.00,0.00,0.019,0.029,0.017,0.021,0.013,0.00,0.00,0.00,519
Client  12,0.00,0.00,0.015,0.019,0.00,0.00,0.034,0.013,0.00,0.00,0.008,0.023,0.034,0.034,0.038,0.00,0.011,0.025,0.019,0.013,0.00,0.021,0.019,0.015,0.00,0.00,0.025,0.021,0.019,0.015,0.00,0.00,0.00,0.00,0.00,0.00,0.027,0.028,0.027,0.011,0.021,0.036,0.036,0.009,0.00,0.00,0.015,0.011,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.027,0.011,0.00,0.00,0.00,0.017,0.011,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.015,0.021,0.00,0.017,0.013,0.00,0.00,0.00,0.00,0.00,0.019,0.00,0.013,0.015,0.017,0.00,0.00,0.015,0.011,0.00,0.009,0.023,0.025,0.036,0.042,528
Client  13,0.014,0.014,0.00,0.00,0.00,0.00,0.00,0.012,0.040,0.016,0.006,0.024,0.016,0.024,0.038,0.00,0.018,0.020,0.022,0.012,0.00,0.00,0.022,0.008,0.00,0.016,0.00,0.028,0.028,0.032,0.016,0.012,0.010,0.016,0.00,0.024,0.034,0.018,0.00,0.00,0.014,0.022,0.00,0.00,0.00,0.016,0.014,0.014,0.012,0.050,0.024,0.014,0.014,0.008,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.016,0.012,0.016,0.014,0.00,0.00,0.00,0.00,0.00,0.026,0.010,0.00,0.00,0.00,0.024,0.014,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.022,0.008,0.00,0.00,0.00,0.010,0.026,0.008,0.00,0.020,0.00,0.00,0.016,0.018,0.00,501
Client  14,0.017,0.00,0.00,0.00,0.036,0.023,0.008,0.00,0.00,0.00,0.032,0.017,0.023,0.011,0.021,0.021,0.013,0.051,0.015,0.032,0.00,0.00,0.00,0.025,0.015,0.015,0.013,0.021,0.034,0.009,0.013,0.013,0.00,0.023,0.009,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.023,0.008,0.00,0.00,0.00,0.00,0.019,0.017,0.00,0.00,0.011,0.009,0.00,0.00,0.017,0.047,0.004,0.00,0.009,0.00,0.00,0.00,0.017,0.00,0.017,0.013,0.00,0.00,0.00,0.00,0.021,0.017,0.00,0.023,0.013,0.009,0.028,0.017,0.00,0.008,0.023,0.00,0.00,0.00,0.026,0.030,0.028,0.011,0.00,0.00,0.008,0.017,0.00,0.00,0.00,0.00,0.00,0.00,530
Client  15,0.015,0.00,0.023,0.027,0.053,0.019,0.011,0.00,0.00,0.00,0.00,0.00,0.025,0.009,0.00,0.042,0.036,0.013,0.011,0.049,0.004,0.015,0.011,0.00,0.025,0.00,0.00,0.00,0.00,0.00,0.017,0.027,0.013,0.019,0.013,0.00,0.00,0.00,0.00,0.00,0.013,0.00,0.00,0.015,0.047,0.00,0.00,0.00,0.00,0.00,0.017,0.019,0.00,0.00,0.00,0.004,0.00,0.00,0.021,0.044,0.021,0.032,0.030,0.013,0.00,0.00,0.00,0.00,0.017,0.009,0.008,0.00,0.00,0.00,0.027,0.015,0.023,0.023,0.009,0.015,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.038,0.036,0.008,0.00,0.017,527
Client  16,0.00,0.00,0.00,0.022,0.010,0.043,0.010,0.014,0.037,0.039,0.00,0.00,0.00,0.00,0.00,0.00,0.024,0.014,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.020,0.012,0.00,0.028,0.014,0.00,0.016,0.041,0.014,0.00,0.026,0.018,0.033,0.022,0.014,0.012,0.037,0.024,0.00,0.020,0.006,0.024,0.014,0.010,0.024,0.006,0.00,0.022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.020,0.010,0.016,0.00,0.010,0.024,0.024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.014,0.041,0.004,0.00,0.016,0.028,0.010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.026,0.008,0.00,0.00,0.022,0.00,0.026,0.008,0.014,492
Client  17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.018,0.010,0.00,0.030,0.014,0.024,0.012,0.00,0.00,0.00,0.030,0.034,0.016,0.00,0.00,0.00,0.00,0.00,0.020,0.00,0.016,0.028,0.040,0.00,0.00,0.016,0.010,0.00,0.016,0.024,0.034,0.016,0.018,0.00,0.00,0.00,0.00,0.00,0.00,0.014,0.012,0.00,0.00,0.006,0.016,0.026,0.010,0.026,0.016,0.053,0.004,0.00,0.00,0.030,0.020,0.00,0.022,0.022,0.00,0.00,0.00,0.00,0.00,0.016,0.036,0.012,0.00,0.00,0.00,0.00,0.00,0.018,0.014,0.028,0.010,0.00,0.016,0.012,0.00,0.00,0.00,0.00,0.00,0.032,0.038,0.018,0.044,0.012,0.00,0.00,0.00,0.00,0.00,505
Client  18,0.00,0.00,0.00,0.00,0.00,0.025,0.006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.041,0.016,0.00,0.019,0.043,0.00,0.00,0.016,0.014,0.00,0.014,0.00,0.018,0.037,0.033,0.012,0.027,0.033,0.012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.018,0.019,0.033,0.019,0.00,0.021,0.041,0.00,0.012,0.031,0.008,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.023,0.012,0.00,0.00,0.00,0.00,0.00,0.00,0.018,0.031,0.014,0.00,0.00,0.018,0.023,0.008,0.00,0.014,0.00,0.00,0.00,0.021,0.006,0.00,0.023,0.016,0.016,0.016,0.00,0.021,0.012,0.019,0.019,0.025,0.031,0.010,0.016,0.023,514
Client  19,0.019,0.028,0.013,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.009,0.030,0.007,0.00,0.019,0.039,0.034,0.034,0.019,0.036,0.00,0.013,0.030,0.011,0.00,0.00,0.022,0.022,0.00,0.00,0.006,0.00,0.011,0.013,0.028,0.00,0.021,0.019,0.00,0.00,0.037,0.017,0.019,0.011,0.017,0.019,0.019,0.00,0.026,0.009,0.00,0.022,0.006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.011,0.017,0.022,0.019,0.00,0.00,0.00,0.00,0.015,0.011,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.009,0.013,0.00,0.00,0.032,0.006,0.019,0.011,0.007,0.00,0.00,0.026,0.032,0.00,0.00,0.015,0.034,0.017,535
Client  20,0.020,0.020,0.018,0.00,0.036,0.012,0.020,0.014,0.014,0.00,0.00,0.028,0.012,0.016,0.022,0.00,0.00,0.00,0.022,0.012,0.018,0.034,0.008,0.00,0.00,0.016,0.014,0.00,0.00,0.00,0.010,0.00,0.00,0.026,0.034,0.00,0.00,0.00,0.018,0.006,0.022,0.014,0.00,0.00,0.00,0.028,0.012,0.00,0.028,0.010,0.018,0.020,0.016,0.006,0.00,0.00,0.00,0.00,0.026,0.014,0.006,0.012,0.016,0.00,0.020,0.00,0.00,0.022,0.032,0.008,0.00,0.016,0.012,0.00,0.00,0.00,0.022,0.010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.044,0.010,0.00,0.00,0.014,0.00,0.00,0.020,0.006,0.00,0.00,0.018,0.034,0.012,0.00,499
Client  21,0.018,0.030,0.016,0.00,0.00,0.014,0.018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.018,0.020,0.00,0.00,0.014,0.016,0.012,0.00,0.016,0.00,0.00,0.012,0.040,0.016,0.00,0.022,0.026,0.038,0.006,0.024,0.010,0.024,0.024,0.008,0.00,0.024,0.016,0.034,0.004,0.022,0.034,0.010,0.00,0.00,0.00,0.016,0.014,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.022,0.014,0.00,0.00,0.028,0.020,0.032,0.014,0.016,0.00,0.026,0.014,0.020,0.022,0.016,0.00,0.00,0.00,0.018,0.00,0.00,0.00,0.014,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.006,0.016,0.034,0.014,0.030,496
Client  22,0.00,0.00,0.00,0.020,0.012,0.00,0.026,0.040,0.012,0.00,0.00,0.00,0.00,0.020,0.018,0.020,0.012,0.00,0.00,0.00,0.020,0.010,0.016,0.014,0.00,0.040,0.002,0.00,0.024,0.036,0.026,0.030,0.028,0.034,0.038,0.00,0.00,0.00,0.00,0.00,0.016,0.048,0.032,0.010,0.00,0.014,0.010,0.016,0.00,0.026,0.00,0.016,0.014,0.00,0.00,0.00,0.00,0.028,0.024,0.024,0.00,0.014,0.014,0.00,0.00,0.032,0.032,0.012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.016,0.030,0.006,0.00,0.00,0.00,0.014,0.018,0.00,0.00,0.00,0.00,0.00,0.00,0.012,0.020,0.00,0.00,498
Client  23,0.028,0.009,0.00,0.022,0.047,0.015,0.00,0.00,0.00,0.022,0.022,0.019,0.00,0.00,0.00,0.00,0.015,0.021,0.00,0.00,0.00,0.019,0.007,0.026,0.013,0.00,0.00,0.00,0.021,0.013,0.013,0.032,0.011,0.007,0.024,0.017,0.015,0.045,0.026,0.021,0.00,0.021,0.015,0.021,0.015,0.00,0.00,0.00,0.00,0.00,0.024,0.011,0.00,0.00,0.00,0.00,0.024,0.009,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.013,0.009,0.021,0.00,0.024,0.041,0.024,0.011,0.00,0.017,0.00,0.00,0.00,0.00,0.00,0.011,0.00,0.00,0.00,0.019,0.00,0.021,0.032,0.013,0.00,0.024,0.017,0.00,0.00,0.00,0.021,0.013,0.00,0.00,0.00,536
Client  24,0.00,0.026,0.012,0.00,0.00,0.00,0.00,0.014,0.014,0.00,0.010,0.00,0.022,0.014,0.020,0.00,0.00,0.00,0.00,0.00,0.012,0.00,0.00,0.00,0.018,0.016,0.042,0.044,0.008,0.00,0.00,0.00,0.014,0.036,0.010,0.014,0.028,0.014,0.00,0.020,0.00,0.026,0.012,0.022,0.016,0.020,0.018,0.008,0.00,0.020,0.00,0.00,0.00,0.024,0.012,0.018,0.00,0.00,0.00,0.014,0.00,0.018,0.030,0.016,0.00,0.016,0.00,0.00,0.014,0.038,0.016,0.00,0.030,0.008,0.020,0.00,0.00,0.016,0.030,0.012,0.00,0.00,0.018,0.006,0.00,0.022,0.008,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.016,0.00,0.020,0.012,0.020,502
Client  25,0.00,0.020,0.018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.020,0.016,0.00,0.041,0.012,0.00,0.010,0.057,0.016,0.035,0.006,0.00,0.00,0.012,0.018,0.00,0.00,0.00,0.00,0.00,0.014,0.012,0.00,0.00,0.00,0.00,0.010,0.014,0.025,0.010,0.016,0.016,0.00,0.016,0.00,0.033,0.006,0.021,0.021,0.016,0.014,0.008,0.00,0.018,0.020,0.016,0.020,0.00,0.027,0.018,0.00,0.00,0.018,0.023,0.020,0.00,0.00,0.00,0.021,0.014,0.00,0.00,0.00,0.00,0.00,0.016,0.010,0.00,0.020,0.018,0.00,0.00,0.00,0.016,0.00,0.00,0.025,0.027,0.031,0.021,0.016,0.010,0.020,0.00,0.00,0.023,0.008,0.00,512
Client  26,0.00,0.016,0.021,0.00,0.00,0.014,0.00,0.010,0.018,0.025,0.00,0.00,0.00,0.00,0.00,0.018,0.014,0.00,0.018,0.016,0.00,0.016,0.012,0.00,0.00,0.00,0.029,0.018,0.00,0.00,0.014,0.014,0.021,0.004,0.00,0.006,0.025,0.041,0.006,0.027,0.016,0.025,0.012,0.025,0.035,0.014,0.016,0.010,0.00,0.023,0.025,0.033,0.008,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.025,0.00,0.00,0.00,0.014,0.00,0.016,0.012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.020,0.025,0.020,0.016,0.00,0.00,0.00,0.00,0.00,0.025,0.043,0.008,0.00,0.00,0.014,0.039,0.031,0.033,0.018,512
Client  27,0.020,0.020,0.018,0.00,0.036,0.016,0.016,0.00,0.024,0.014,0.00,0.026,0.014,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.028,0.014,0.018,0.012,0.020,0.012,0.00,0.00,0.022,0.010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.020,0.018,0.008,0.00,0.018,0.010,0.00,0.00,0.00,0.022,0.032,0.046,0.010,0.00,0.018,0.012,0.010,0.018,0.016,0.028,0.00,0.00,0.00,0.020,0.008,0.012,0.00,0.00,0.00,0.024,0.00,0.020,0.024,0.038,0.008,0.014,0.00,0.008,0.032,0.030,0.012,0.00,0.00,0.024,0.034,0.00,0.00,0.020,0.006,0.00,0.024,0.012,0.00,0.00,0.00,498
Client  28,0.016,0.028,0.044,0.012,0.00,0.00,0.00,0.00,0.00,0.00,0.010,0.00,0.00,0.020,0.038,0.00,0.00,0.00,0.020,0.014,0.00,0.016,0.034,0.030,0.020,0.00,0.00,0.00,0.026,0.010,0.00,0.00,0.00,0.016,0.018,0.00,0.00,0.00,0.00,0.00,0.016,0.020,0.018,0.014,0.00,0.024,0.034,0.008,0.018,0.020,0.010,0.016,0.024,0.012,0.022,0.00,0.00,0.016,0.018,0.00,0.00,0.018,0.028,0.018,0.00,0.020,0.024,0.00,0.00,0.00,0.00,0.020,0.030,0.038,0.016,0.00,0.00,0.018,0.008,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.018,0.040,0.012,0.00,0.00,0.00,0.00,0.00,0.00,0.026,0.010,0.00,0.00,0.00,503
Client  29,0.019,0.023,0.013,0.019,0.045,0.021,0.009,0.00,0.024,0.011,0.00,0.023,0.015,0.021,0.015,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.011,0.032,0.013,0.00,0.023,0.00,0.017,0.013,0.00,0.00,0.011,0.00,0.00,0.009,0.034,0.00,0.00,0.021,0.026,0.019,0.00,0.00,0.00,0.00,0.00,0.011,0.00,0.00,0.024,0.026,0.015,0.023,0.026,0.015,0.015,0.00,0.00,0.00,0.00,0.00,0.00,0.019,0.032,0.011,0.00,0.045,0.006,0.00,0.021,0.032,0.024,0.036,0.006,0.00,0.00,0.00,0.023,0.006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.019,0.013,0.00,0.00,0.00,0.00,0.019,0.036,0.011,532
Client  30,0.00,0.00,0.00,0.00,0.00,0.017,0.013,0.013,0.013,0.00,0.027,0.015,0.00,0.00,0.00,0.031,0.013,0.025,0.019,0.040,0.00,0.00,0.00,0.00,0.00,0.013,0.00,0.00,0.023,0.033,0.019,0.027,0.029,0.008,0.00,0.00,0.00,0.019,0.011,0.00,0.023,0.00,0.00,0.00,0.015,0.00,0.015,0.027,0.021,0.00,0.00,0.00,0.011,0.010,0.00,0.017,0.00,0.00,0.00,0.013,0.010,0.00,0.00,0.00,0.015,0.050,0.025,0.015,0.00,0.019,0.00,0.00,0.00,0.019,0.017,0.044,0.006,0.00,0.00,0.017,0.013,0.011,0.023,0.017,0.017,0.010,0.015,0.023,0.00,0.027,0.027,0.015,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,522
Client  31,0.026,0.00,0.00,0.00,0.030,0.018,0.014,0.014,0.014,0.00,0.00,0.020,0.020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.028,0.014,0.010,0.00,0.00,0.028,0.034,0.016,0.020,0.028,0.010,0.020,0.00,0.00,0.024,0.008,0.00,0.00,0.00,0.016,0.036,0.018,0.00,0.00,0.00,0.00,0.00,0.038,0.034,0.030,0.006,0.014,0.020,0.018,0.00,0.00,0.00,0.012,0.014,0.014,0.018,0.024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.024,0.026,0.008,0.00,0.00,0.00,0.00,0.020,0.008,0.016,0.00,0.00,0.020,0.034,0.00,0.00,0.008,0.018,0.00,0.034,0.012,0.00,0.030,0.034,500
