Class frequencies:
client,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13,class14,class15,class16,class17,class18,class19,class20,class21,class22,class23,class24,class25,class26,class27,class28,class29,class30,class31,class32,class33,class34,class35,class36,class37,class38,class39,class40,class41,class42,class43,class44,class45,class46,class47,class48,class49,class50,class51,class52,class53,class54,class55,class56,class57,class58,class59,class60,class61,class62,class63,class64,class65,class66,class67,class68,class69,class70,class71,class72,class73,class74,class75,class76,class77,class78,class79,class80,class81,class82,class83,class84,class85,class86,class87,class88,class89,class90,class91,class92,class93,class94,class95,class96,class97,class98,class99,Amount
Client  11,0.004,0.008,0.021,0.042,0.021,0.004,0.00,0.002,0.017,0.017,0.010,0.013,0.023,0.015,0.008,0.002,0.002,0.002,0.006,0.002,0.002,0.008,0.017,0.010,0.006,0.006,0.006,0.00,0.002,0.004,0.00,0.00,0.00,0.008,0.004,0.008,0.004,0.006,0.002,0.015,0.002,0.002,0.013,0.015,0.002,0.029,0.021,0.006,0.004,0.00,0.00,0.010,0.017,0.027,0.013,0.002,0.002,0.002,0.006,0.013,0.048,0.010,0.00,0.050,0.035,0.008,0.008,0.006,0.010,0.006,0.013,0.00,0.008,0.019,0.017,0.010,0.002,0.00,0.002,0.013,0.042,0.029,0.00,0.017,0.017,0.00,0.00,0.015,0.023,0.00,0.004,0.002,0.00,0.004,0.00,0.00,0.00,0.019,0.031,0.017,480
Client  12,0.004,0.006,0.00,0.00,0.00,0.002,0.00,0.006,0.00,0.002,0.011,0.002,0.009,0.026,0.040,0.00,0.004,0.011,0.006,0.00,0.009,0.00,0.002,0.004,0.011,0.004,0.028,0.023,0.004,0.008,0.030,0.009,0.002,0.008,0.008,0.013,0.004,0.00,0.00,0.006,0.00,0.011,0.006,0.00,0.008,0.008,0.00,0.00,0.019,0.021,0.00,0.011,0.013,0.004,0.004,0.006,0.002,0.006,0.023,0.013,0.004,0.004,0.006,0.006,0.002,0.021,0.023,0.017,0.009,0.006,0.004,0.004,0.004,0.030,0.013,0.00,0.023,0.017,0.009,0.002,0.00,0.00,0.008,0.015,0.011,0.026,0.006,0.008,0.019,0.024,0.00,0.00,0.040,0.049,0.006,0.030,0.002,0.026,0.017,0.060,531
Client  13,0.026,0.012,0.002,0.010,0.006,0.00,0.002,0.002,0.002,0.002,0.00,0.026,0.004,0.008,0.006,0.008,0.004,0.00,0.004,0.020,0.010,0.010,0.004,0.00,0.010,0.008,0.006,0.00,0.004,0.006,0.002,0.012,0.002,0.00,0.002,0.016,0.010,0.010,0.028,0.022,0.00,0.002,0.002,0.00,0.00,0.028,0.004,0.016,0.022,0.052,0.004,0.006,0.008,0.00,0.004,0.010,0.002,0.00,0.008,0.004,0.002,0.00,0.008,0.004,0.00,0.004,0.00,0.026,0.034,0.004,0.014,0.008,0.012,0.014,0.034,0.00,0.004,0.002,0.010,0.008,0.038,0.004,0.008,0.034,0.077,0.016,0.010,0.004,0.008,0.008,0.012,0.008,0.038,0.056,0.020,0.00,0.00,0.00,0.00,0.00,504
Client  14,0.008,0.008,0.060,0.034,0.008,0.004,0.002,0.004,0.004,0.00,0.004,0.004,0.024,0.028,0.004,0.002,0.002,0.032,0.028,0.008,0.002,0.006,0.008,0.004,0.00,0.002,0.00,0.050,0.020,0.00,0.012,0.004,0.006,0.002,0.002,0.002,0.020,0.020,0.016,0.008,0.014,0.012,0.006,0.006,0.00,0.002,0.006,0.008,0.016,0.020,0.022,0.026,0.008,0.002,0.002,0.008,0.020,0.006,0.004,0.004,0.014,0.038,0.016,0.002,0.004,0.004,0.006,0.004,0.00,0.002,0.004,0.002,0.00,0.006,0.004,0.028,0.016,0.018,0.014,0.002,0.004,0.004,0.004,0.00,0.004,0.012,0.014,0.00,0.012,0.004,0.014,0.018,0.008,0.052,0.030,0.00,0.00,0.00,0.00,0.00,504
Client  15,0.004,0.004,0.002,0.004,0.00,0.006,0.00,0.00,0.008,0.016,0.002,0.002,0.00,0.014,0.020,0.006,0.002,0.00,0.012,0.010,0.030,0.012,0.012,0.008,0.004,0.00,0.004,0.010,0.012,0.002,0.018,0.020,0.042,0.006,0.032,0.008,0.010,0.020,0.016,0.018,0.00,0.012,0.018,0.030,0.010,0.002,0.002,0.014,0.004,0.006,0.00,0.00,0.018,0.010,0.006,0.008,0.022,0.008,0.012,0.00,0.012,0.002,0.014,0.018,0.008,0.004,0.004,0.002,0.006,0.004,0.00,0.018,0.008,0.004,0.00,0.002,0.002,0.014,0.014,0.002,0.00,0.020,0.010,0.018,0.008,0.004,0.008,0.00,0.006,0.004,0.002,0.002,0.00,0.012,0.008,0.087,0.002,0.004,0.00,0.093,503
Client  16,0.012,0.020,0.016,0.004,0.004,0.030,0.014,0.012,0.002,0.010,0.006,0.014,0.008,0.086,0.044,0.094,0.048,0.004,0.008,0.040,0.002,0.00,0.006,0.008,0.006,0.006,0.004,0.014,0.014,0.008,0.004,0.006,0.008,0.010,0.022,0.004,0.004,0.006,0.004,0.006,0.014,0.040,0.014,0.002,0.002,0.00,0.016,0.016,0.016,0.006,0.022,0.010,0.014,0.014,0.024,0.008,0.004,0.00,0.020,0.030,0.00,0.002,0.002,0.008,0.006,0.012,0.004,0.006,0.00,0.00,0.010,0.006,0.00,0.004,0.002,0.018,0.018,0.004,0.002,0.010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,502
Client  17,0.014,0.002,0.006,0.006,0.008,0.049,0.035,0.006,0.004,0.002,0.006,0.002,0.019,0.017,0.010,0.002,0.00,0.008,0.004,0.002,0.00,0.014,0.008,0.019,0.010,0.029,0.016,0.004,0.027,0.021,0.006,0.008,0.023,0.014,0.004,0.006,0.008,0.008,0.006,0.002,0.010,0.025,0.033,0.017,0.012,0.019,0.002,0.002,0.019,0.033,0.010,0.004,0.008,0.004,0.006,0.012,0.012,0.008,0.006,0.012,0.027,0.004,0.002,0.004,0.006,0.00,0.002,0.004,0.021,0.010,0.00,0.008,0.010,0.004,0.006,0.008,0.008,0.006,0.006,0.029,0.006,0.008,0.006,0.016,0.004,0.037,0.014,0.00,0.002,0.004,0.002,0.00,0.031,0.025,0.00,0.00,0.00,0.00,0.00,0.00,515
Client  18,0.00,0.031,0.025,0.002,0.004,0.004,0.019,0.010,0.014,0.00,0.004,0.010,0.006,0.017,0.014,0.008,0.008,0.006,0.012,0.017,0.010,0.004,0.00,0.00,0.006,0.008,0.015,0.014,0.012,0.015,0.008,0.004,0.027,0.010,0.002,0.002,0.002,0.014,0.029,0.012,0.008,0.004,0.014,0.015,0.010,0.006,0.00,0.002,0.017,0.019,0.058,0.033,0.002,0.002,0.010,0.023,0.021,0.014,0.00,0.004,0.00,0.029,0.010,0.002,0.012,0.012,0.017,0.006,0.004,0.00,0.048,0.008,0.006,0.00,0.046,0.006,0.006,0.00,0.002,0.006,0.002,0.014,0.004,0.015,0.027,0.00,0.039,0.019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,517
Client  19,0.00,0.015,0.002,0.004,0.011,0.00,0.013,0.015,0.026,0.004,0.015,0.004,0.009,0.004,0.002,0.00,0.002,0.002,0.018,0.020,0.004,0.013,0.011,0.018,0.007,0.009,0.009,0.002,0.024,0.024,0.002,0.009,0.009,0.004,0.007,0.00,0.00,0.004,0.024,0.011,0.020,0.004,0.004,0.00,0.007,0.00,0.002,0.002,0.002,0.002,0.020,0.015,0.015,0.009,0.009,0.024,0.020,0.009,0.002,0.042,0.004,0.004,0.004,0.007,0.002,0.00,0.011,0.004,0.002,0.004,0.004,0.004,0.011,0.026,0.002,0.004,0.002,0.007,0.015,0.004,0.004,0.002,0.004,0.002,0.004,0.015,0.002,0.002,0.002,0.004,0.039,0.026,0.015,0.022,0.024,0.009,0.011,0.070,0.042,0.004,456
Client  20,0.008,0.006,0.024,0.018,0.016,0.008,0.008,0.008,0.016,0.008,0.004,0.008,0.004,0.012,0.016,0.022,0.020,0.006,0.004,0.004,0.016,0.008,0.020,0.016,0.024,0.022,0.006,0.002,0.00,0.030,0.010,0.004,0.010,0.00,0.002,0.012,0.008,0.026,0.024,0.002,0.004,0.00,0.00,0.004,0.002,0.010,0.006,0.014,0.020,0.016,0.008,0.002,0.010,0.008,0.018,0.020,0.002,0.00,0.00,0.016,0.008,0.018,0.042,0.020,0.00,0.018,0.002,0.012,0.012,0.028,0.022,0.008,0.004,0.020,0.012,0.002,0.00,0.012,0.049,0.028,0.00,0.00,0.004,0.012,0.018,0.002,0.020,0.016,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,506
Client  21,0.006,0.008,0.016,0.008,0.008,0.004,0.00,0.00,0.006,0.00,0.006,0.042,0.022,0.014,0.042,0.004,0.00,0.010,0.008,0.008,0.00,0.004,0.032,0.014,0.008,0.014,0.022,0.008,0.002,0.004,0.018,0.002,0.010,0.010,0.022,0.012,0.022,0.034,0.038,0.022,0.018,0.006,0.018,0.024,0.036,0.008,0.004,0.006,0.004,0.004,0.014,0.016,0.022,0.022,0.004,0.00,0.00,0.004,0.010,0.008,0.002,0.002,0.016,0.014,0.010,0.052,0.026,0.004,0.014,0.008,0.022,0.018,0.016,0.010,0.002,0.038,0.010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,501
Client  22,0.004,0.012,0.004,0.00,0.006,0.004,0.002,0.002,0.004,0.002,0.028,0.020,0.014,0.00,0.00,0.00,0.006,0.006,0.002,0.004,0.004,0.004,0.00,0.008,0.004,0.010,0.008,0.020,0.014,0.00,0.010,0.010,0.002,0.002,0.034,0.006,0.00,0.008,0.010,0.010,0.008,0.00,0.016,0.024,0.018,0.002,0.008,0.00,0.006,0.00,0.008,0.016,0.006,0.002,0.008,0.024,0.078,0.030,0.010,0.008,0.024,0.030,0.008,0.002,0.002,0.006,0.00,0.004,0.014,0.006,0.006,0.008,0.014,0.012,0.012,0.002,0.004,0.00,0.00,0.00,0.008,0.022,0.026,0.010,0.004,0.00,0.052,0.070,0.008,0.00,0.002,0.046,0.030,0.00,0.00,0.012,0.004,0.00,0.00,0.00,502
Client  23,0.00,0.002,0.00,0.004,0.006,0.006,0.008,0.016,0.008,0.008,0.00,0.012,0.006,0.012,0.004,0.008,0.002,0.012,0.002,0.016,0.004,0.002,0.008,0.002,0.002,0.010,0.002,0.026,0.016,0.014,0.006,0.006,0.006,0.00,0.00,0.014,0.006,0.004,0.002,0.002,0.014,0.014,0.012,0.012,0.008,0.008,0.002,0.002,0.008,0.012,0.008,0.00,0.004,0.004,0.002,0.002,0.00,0.038,0.048,0.002,0.006,0.002,0.00,0.002,0.004,0.008,0.028,0.014,0.006,0.00,0.010,0.022,0.014,0.00,0.014,0.074,0.046,0.032,0.034,0.018,0.014,0.002,0.00,0.028,0.042,0.010,0.016,0.020,0.022,0.012,0.020,0.016,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500
Client  24,0.002,0.00,0.00,0.006,0.004,0.012,0.024,0.002,0.00,0.002,0.006,0.024,0.066,0.024,0.016,0.004,0.002,0.010,0.018,0.00,0.008,0.012,0.00,0.00,0.010,0.010,0.014,0.002,0.010,0.008,0.004,0.006,0.008,0.016,0.002,0.010,0.002,0.00,0.002,0.010,0.008,0.004,0.00,0.00,0.010,0.016,0.004,0.012,0.020,0.006,0.002,0.004,0.012,0.008,0.00,0.010,0.010,0.004,0.002,0.00,0.012,0.008,0.006,0.008,0.016,0.012,0.008,0.00,0.00,0.028,0.008,0.008,0.002,0.008,0.010,0.008,0.010,0.006,0.006,0.016,0.032,0.046,0.034,0.030,0.018,0.012,0.032,0.020,0.006,0.012,0.006,0.006,0.008,0.00,0.018,0.006,0.010,0.014,0.020,0.006,502
Client  25,0.018,0.009,0.00,0.022,0.018,0.004,0.005,0.00,0.00,0.002,0.016,0.005,0.002,0.005,0.004,0.025,0.007,0.025,0.007,0.00,0.00,0.00,0.013,0.009,0.011,0.020,0.013,0.004,0.00,0.009,0.018,0.011,0.014,0.025,0.022,0.00,0.002,0.00,0.005,0.007,0.00,0.00,0.002,0.00,0.004,0.004,0.005,0.011,0.004,0.005,0.005,0.005,0.025,0.031,0.025,0.004,0.022,0.016,0.004,0.004,0.005,0.013,0.005,0.011,0.007,0.007,0.002,0.004,0.005,0.009,0.005,0.007,0.00,0.002,0.00,0.043,0.009,0.002,0.005,0.022,0.005,0.007,0.013,0.007,0.004,0.002,0.005,0.002,0.002,0.007,0.036,0.022,0.004,0.002,0.002,0.004,0.106,0.074,0.00,0.00,554
Client  26,0.020,0.00,0.004,0.014,0.046,0.020,0.016,0.020,0.012,0.014,0.002,0.024,0.006,0.00,0.006,0.002,0.004,0.016,0.014,0.004,0.018,0.044,0.014,0.030,0.016,0.010,0.004,0.004,0.014,0.010,0.028,0.026,0.00,0.008,0.008,0.026,0.00,0.006,0.004,0.034,0.004,0.008,0.00,0.00,0.00,0.00,0.008,0.008,0.018,0.012,0.00,0.006,0.004,0.00,0.00,0.006,0.008,0.016,0.014,0.012,0.00,0.008,0.002,0.00,0.00,0.028,0.006,0.012,0.024,0.024,0.00,0.004,0.00,0.014,0.004,0.028,0.026,0.024,0.010,0.004,0.00,0.020,0.012,0.006,0.006,0.014,0.022,0.010,0.002,0.008,0.002,0.008,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500
Client  27,0.033,0.010,0.014,0.010,0.045,0.002,0.002,0.012,0.008,0.010,0.010,0.008,0.002,0.002,0.014,0.016,0.010,0.006,0.010,0.019,0.00,0.002,0.006,0.033,0.016,0.023,0.012,0.00,0.021,0.045,0.00,0.00,0.00,0.023,0.012,0.00,0.004,0.002,0.004,0.004,0.006,0.018,0.016,0.004,0.002,0.016,0.002,0.002,0.006,0.029,0.00,0.002,0.006,0.006,0.008,0.002,0.002,0.006,0.010,0.002,0.00,0.00,0.019,0.014,0.002,0.045,0.008,0.00,0.00,0.054,0.016,0.010,0.006,0.00,0.008,0.008,0.004,0.00,0.008,0.002,0.008,0.025,0.031,0.006,0.004,0.002,0.010,0.012,0.014,0.002,0.033,0.004,0.004,0.012,0.045,0.00,0.00,0.00,0.00,0.00,514
Client  28,0.004,0.00,0.012,0.014,0.004,0.031,0.016,0.008,0.008,0.037,0.012,0.037,0.022,0.012,0.004,0.020,0.027,0.010,0.010,0.010,0.004,0.00,0.006,0.002,0.008,0.018,0.014,0.002,0.014,0.002,0.008,0.006,0.00,0.004,0.012,0.008,0.002,0.00,0.010,0.035,0.012,0.012,0.051,0.031,0.029,0.00,0.00,0.031,0.031,0.002,0.018,0.043,0.025,0.025,0.012,0.010,0.006,0.00,0.002,0.002,0.006,0.016,0.041,0.014,0.016,0.008,0.004,0.037,0.041,0.004,0.016,0.006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,510
Client  29,0.010,0.00,0.008,0.018,0.010,0.008,0.014,0.008,0.00,0.00,0.008,0.016,0.004,0.002,0.00,0.004,0.014,0.018,0.014,0.008,0.021,0.027,0.00,0.002,0.004,0.014,0.008,0.004,0.006,0.008,0.043,0.039,0.004,0.006,0.004,0.004,0.008,0.006,0.006,0.006,0.021,0.006,0.008,0.014,0.043,0.004,0.008,0.006,0.002,0.008,0.002,0.019,0.039,0.014,0.004,0.012,0.008,0.00,0.004,0.012,0.010,0.004,0.029,0.039,0.010,0.004,0.00,0.012,0.018,0.006,0.00,0.004,0.018,0.016,0.002,0.002,0.00,0.006,0.025,0.010,0.002,0.008,0.018,0.002,0.016,0.037,0.004,0.014,0.037,0.041,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,513
Client  30,0.008,0.002,0.002,0.028,0.022,0.036,0.018,0.028,0.008,0.030,0.004,0.018,0.014,0.018,0.010,0.002,0.008,0.012,0.022,0.004,0.012,0.010,0.012,0.004,0.004,0.006,0.002,0.020,0.016,0.012,0.006,0.002,0.002,0.00,0.012,0.00,0.002,0.002,0.00,0.002,0.002,0.008,0.030,0.002,0.006,0.046,0.022,0.008,0.00,0.012,0.026,0.010,0.026,0.020,0.002,0.004,0.006,0.002,0.002,0.008,0.018,0.030,0.054,0.006,0.014,0.022,0.008,0.00,0.00,0.00,0.014,0.028,0.012,0.004,0.002,0.002,0.002,0.002,0.00,0.002,0.034,0.008,0.028,0.014,0.004,0.008,0.002,0.006,0.002,0.008,0.010,0.002,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,504
Client  31,0.00,0.010,0.012,0.006,0.002,0.008,0.006,0.002,0.00,0.006,0.010,0.006,0.004,0.039,0.023,0.035,0.031,0.002,0.00,0.00,0.012,0.008,0.025,0.00,0.014,0.006,0.006,0.004,0.00,0.014,0.015,0.027,0.021,0.019,0.006,0.019,0.019,0.021,0.014,0.021,0.002,0.00,0.006,0.006,0.002,0.004,0.023,0.035,0.014,0.008,0.008,0.006,0.004,0.017,0.017,0.010,0.006,0.006,0.008,0.002,0.00,0.031,0.031,0.008,0.004,0.00,0.00,0.015,0.039,0.023,0.00,0.00,0.00,0.008,0.008,0.006,0.015,0.002,0.021,0.017,0.002,0.00,0.006,0.004,0.00,0.002,0.015,0.017,0.004,0.00,0.004,0.004,0.002,0.008,0.004,0.023,0.027,0.00,0.00,0.00,518
