Class frequencies:
client,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13,class14,class15,class16,class17,class18,class19,class20,class21,class22,class23,class24,class25,class26,class27,class28,class29,class30,class31,class32,class33,class34,class35,class36,class37,class38,class39,class40,class41,class42,class43,class44,class45,class46,class47,class48,class49,class50,class51,class52,class53,class54,class55,class56,class57,class58,class59,class60,class61,class62,class63,class64,class65,class66,class67,class68,class69,class70,class71,class72,class73,class74,class75,class76,class77,class78,class79,class80,class81,class82,class83,class84,class85,class86,class87,class88,class89,class90,class91,class92,class93,class94,class95,class96,class97,class98,class99,Amount
Client  10,0.012,0.002,0.00,0.005,0.002,0.00,0.002,0.017,0.021,0.014,0.002,0.040,0.002,0.00,0.014,0.00,0.00,0.014,0.002,0.00,0.005,0.019,0.019,0.00,0.007,0.057,0.017,0.002,0.00,0.002,0.007,0.031,0.002,0.00,0.005,0.012,0.052,0.009,0.005,0.028,0.00,0.00,0.012,0.005,0.002,0.007,0.040,0.002,0.002,0.002,0.002,0.002,0.017,0.00,0.005,0.007,0.002,0.002,0.00,0.035,0.007,0.00,0.021,0.005,0.019,0.038,0.007,0.005,0.014,0.002,0.002,0.033,0.002,0.026,0.009,0.012,0.002,0.00,0.00,0.00,0.00,0.00,0.005,0.024,0.002,0.009,0.031,0.005,0.00,0.002,0.00,0.014,0.017,0.005,0.014,0.002,0.002,0.078,0.002,0.005,423
Client  11,0.004,0.010,0.031,0.044,0.006,0.004,0.002,0.00,0.033,0.00,0.013,0.006,0.033,0.004,0.013,0.004,0.00,0.002,0.008,0.00,0.002,0.019,0.008,0.013,0.002,0.004,0.004,0.00,0.002,0.008,0.00,0.00,0.00,0.010,0.002,0.010,0.004,0.002,0.010,0.008,0.002,0.004,0.025,0.00,0.002,0.050,0.004,0.002,0.004,0.00,0.00,0.017,0.021,0.025,0.004,0.002,0.002,0.00,0.006,0.015,0.054,0.00,0.004,0.065,0.021,0.013,0.006,0.010,0.002,0.008,0.00,0.002,0.023,0.004,0.027,0.008,0.002,0.00,0.015,0.002,0.052,0.002,0.004,0.017,0.029,0.00,0.002,0.033,0.002,0.00,0.004,0.002,0.002,0.002,0.00,0.00,0.00,0.033,0.033,0.00,480
Client  12,0.006,0.002,0.00,0.00,0.002,0.00,0.002,0.004,0.00,0.004,0.008,0.00,0.015,0.049,0.017,0.00,0.006,0.015,0.00,0.00,0.009,0.00,0.004,0.004,0.009,0.00,0.049,0.006,0.00,0.011,0.030,0.00,0.002,0.011,0.013,0.004,0.002,0.00,0.00,0.017,0.002,0.013,0.002,0.00,0.008,0.004,0.00,0.004,0.026,0.013,0.00,0.019,0.006,0.004,0.004,0.002,0.00,0.015,0.019,0.013,0.00,0.009,0.004,0.002,0.006,0.036,0.024,0.00,0.015,0.00,0.004,0.006,0.002,0.038,0.006,0.00,0.030,0.017,0.002,0.002,0.00,0.00,0.009,0.024,0.00,0.013,0.006,0.004,0.021,0.040,0.00,0.00,0.072,0.023,0.00,0.004,0.002,0.041,0.002,0.087,531
Client  13,0.036,0.002,0.00,0.014,0.004,0.00,0.002,0.002,0.004,0.00,0.00,0.030,0.004,0.010,0.00,0.004,0.002,0.00,0.006,0.024,0.00,0.014,0.00,0.00,0.020,0.014,0.00,0.002,0.006,0.002,0.00,0.014,0.00,0.00,0.004,0.018,0.008,0.014,0.046,0.00,0.00,0.002,0.002,0.00,0.00,0.006,0.006,0.014,0.036,0.060,0.00,0.010,0.004,0.00,0.008,0.00,0.002,0.00,0.010,0.012,0.002,0.002,0.010,0.00,0.00,0.00,0.002,0.046,0.016,0.004,0.004,0.012,0.004,0.026,0.036,0.002,0.002,0.002,0.018,0.00,0.012,0.006,0.002,0.056,0.085,0.024,0.00,0.012,0.002,0.008,0.012,0.00,0.075,0.022,0.024,0.00,0.00,0.00,0.00,0.00,504
Client  14,0.012,0.002,0.089,0.004,0.010,0.00,0.002,0.008,0.00,0.004,0.006,0.004,0.046,0.008,0.00,0.002,0.010,0.044,0.014,0.002,0.004,0.010,0.004,0.002,0.00,0.002,0.002,0.067,0.00,0.00,0.014,0.006,0.002,0.004,0.00,0.004,0.030,0.010,0.016,0.006,0.022,0.010,0.004,0.002,0.00,0.002,0.012,0.00,0.026,0.012,0.038,0.018,0.00,0.002,0.002,0.020,0.010,0.006,0.006,0.00,0.024,0.042,0.002,0.00,0.006,0.002,0.008,0.00,0.00,0.006,0.006,0.00,0.00,0.008,0.002,0.034,0.008,0.030,0.002,0.004,0.008,0.002,0.002,0.002,0.002,0.026,0.00,0.002,0.014,0.00,0.014,0.008,0.014,0.065,0.020,0.00,0.00,0.00,0.00,0.00,504
Client  15,0.004,0.004,0.00,0.004,0.002,0.00,0.00,0.00,0.018,0.012,0.002,0.00,0.00,0.024,0.012,0.006,0.002,0.004,0.018,0.00,0.026,0.004,0.018,0.00,0.018,0.002,0.002,0.016,0.008,0.00,0.006,0.040,0.026,0.00,0.046,0.006,0.024,0.004,0.028,0.010,0.00,0.014,0.034,0.020,0.002,0.004,0.00,0.018,0.002,0.004,0.00,0.00,0.026,0.006,0.002,0.016,0.016,0.014,0.004,0.00,0.014,0.00,0.020,0.020,0.00,0.004,0.004,0.004,0.008,0.00,0.00,0.026,0.00,0.004,0.00,0.002,0.002,0.018,0.012,0.00,0.002,0.028,0.00,0.026,0.00,0.010,0.002,0.004,0.004,0.002,0.00,0.002,0.00,0.016,0.006,0.00,0.004,0.002,0.00,0.181,503
Client  16,0.022,0.024,0.006,0.00,0.004,0.032,0.018,0.00,0.004,0.014,0.012,0.016,0.00,0.127,0.002,0.098,0.00,0.008,0.004,0.084,0.002,0.00,0.010,0.008,0.002,0.004,0.00,0.018,0.014,0.010,0.002,0.010,0.004,0.016,0.018,0.006,0.00,0.008,0.002,0.008,0.016,0.048,0.002,0.002,0.004,0.00,0.018,0.030,0.006,0.00,0.00,0.012,0.026,0.00,0.046,0.004,0.004,0.00,0.042,0.012,0.002,0.002,0.00,0.014,0.00,0.012,0.004,0.004,0.00,0.002,0.014,0.00,0.00,0.004,0.004,0.030,0.008,0.002,0.012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,502
Client  17,0.002,0.002,0.008,0.004,0.019,0.070,0.017,0.004,0.00,0.004,0.002,0.004,0.035,0.002,0.012,0.00,0.00,0.012,0.00,0.004,0.00,0.017,0.008,0.025,0.00,0.027,0.012,0.002,0.033,0.023,0.004,0.012,0.027,0.006,0.006,0.010,0.002,0.012,0.002,0.004,0.010,0.021,0.043,0.012,0.012,0.002,0.002,0.004,0.029,0.039,0.010,0.00,0.008,0.004,0.010,0.004,0.019,0.00,0.014,0.012,0.002,0.006,0.002,0.002,0.031,0.00,0.006,0.00,0.027,0.004,0.00,0.016,0.004,0.004,0.004,0.002,0.010,0.004,0.010,0.031,0.010,0.004,0.012,0.012,0.002,0.050,0.00,0.00,0.006,0.00,0.002,0.002,0.054,0.00,0.00,0.00,0.00,0.00,0.00,0.00,515
Client  18,0.00,0.054,0.002,0.002,0.004,0.00,0.027,0.006,0.010,0.004,0.006,0.014,0.00,0.031,0.00,0.008,0.010,0.004,0.027,0.002,0.002,0.002,0.00,0.00,0.015,0.00,0.029,0.002,0.019,0.014,0.004,0.006,0.035,0.00,0.006,0.002,0.004,0.021,0.029,0.002,0.002,0.004,0.027,0.004,0.014,0.00,0.00,0.004,0.025,0.015,0.079,0.006,0.002,0.002,0.015,0.014,0.029,0.00,0.00,0.019,0.00,0.039,0.00,0.004,0.010,0.025,0.008,0.002,0.004,0.00,0.015,0.010,0.00,0.002,0.081,0.010,0.002,0.00,0.004,0.004,0.00,0.015,0.004,0.023,0.019,0.006,0.052,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,517
Client  19,0.011,0.004,0.007,0.009,0.002,0.00,0.018,0.024,0.018,0.00,0.013,0.002,0.011,0.002,0.007,0.00,0.004,0.00,0.037,0.00,0.007,0.015,0.013,0.013,0.004,0.015,0.002,0.004,0.037,0.009,0.007,0.009,0.004,0.009,0.002,0.00,0.00,0.007,0.033,0.00,0.020,0.002,0.002,0.00,0.011,0.00,0.002,0.004,0.002,0.00,0.029,0.009,0.022,0.002,0.007,0.015,0.018,0.00,0.009,0.055,0.002,0.009,0.004,0.002,0.004,0.002,0.013,0.00,0.002,0.004,0.004,0.007,0.013,0.022,0.002,0.004,0.00,0.018,0.007,0.004,0.00,0.004,0.002,0.004,0.007,0.004,0.002,0.00,0.002,0.018,0.057,0.00,0.029,0.022,0.020,0.013,0.013,0.103,0.002,0.004,456
Client  20,0.00,0.014,0.032,0.002,0.024,0.004,0.012,0.004,0.022,0.006,0.002,0.006,0.008,0.014,0.014,0.038,0.010,0.002,0.002,0.004,0.014,0.00,0.030,0.008,0.032,0.014,0.00,0.002,0.00,0.043,0.00,0.014,0.00,0.00,0.012,0.020,0.00,0.049,0.002,0.00,0.004,0.00,0.004,0.00,0.002,0.010,0.008,0.016,0.020,0.012,0.00,0.004,0.012,0.012,0.018,0.004,0.002,0.00,0.002,0.030,0.016,0.026,0.045,0.00,0.00,0.002,0.00,0.020,0.004,0.045,0.030,0.00,0.014,0.020,0.002,0.00,0.002,0.016,0.065,0.008,0.00,0.00,0.006,0.020,0.008,0.002,0.036,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,506
Client  21,0.004,0.022,0.004,0.010,0.006,0.002,0.00,0.00,0.006,0.002,0.00,0.064,0.00,0.022,0.040,0.004,0.00,0.018,0.00,0.008,0.00,0.006,0.036,0.016,0.00,0.030,0.008,0.006,0.00,0.006,0.002,0.002,0.018,0.002,0.038,0.00,0.032,0.040,0.040,0.016,0.002,0.006,0.030,0.018,0.046,0.004,0.006,0.008,0.00,0.008,0.028,0.00,0.038,0.006,0.006,0.00,0.00,0.008,0.006,0.008,0.00,0.006,0.022,0.012,0.004,0.072,0.002,0.012,0.010,0.008,0.040,0.00,0.024,0.004,0.00,0.048,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,501
Client  22,0.002,0.016,0.00,0.00,0.008,0.004,0.002,0.004,0.002,0.002,0.044,0.008,0.008,0.00,0.002,0.002,0.010,0.002,0.004,0.00,0.008,0.00,0.00,0.010,0.002,0.016,0.002,0.032,0.002,0.00,0.002,0.012,0.002,0.00,0.042,0.00,0.00,0.012,0.012,0.010,0.00,0.00,0.022,0.032,0.012,0.008,0.002,0.002,0.004,0.00,0.004,0.016,0.002,0.004,0.014,0.040,0.084,0.006,0.014,0.006,0.050,0.008,0.006,0.002,0.00,0.006,0.00,0.006,0.016,0.002,0.00,0.020,0.002,0.014,0.016,0.002,0.004,0.00,0.00,0.00,0.018,0.026,0.022,0.002,0.002,0.00,0.102,0.026,0.002,0.00,0.004,0.068,0.006,0.00,0.00,0.016,0.00,0.00,0.00,0.00,502
Client  23,0.00,0.002,0.00,0.010,0.00,0.00,0.022,0.010,0.002,0.012,0.00,0.018,0.00,0.016,0.00,0.00,0.010,0.004,0.004,0.022,0.00,0.002,0.010,0.00,0.006,0.002,0.002,0.038,0.006,0.020,0.010,0.006,0.002,0.00,0.00,0.018,0.00,0.004,0.004,0.002,0.014,0.012,0.010,0.010,0.014,0.004,0.002,0.00,0.012,0.014,0.004,0.00,0.004,0.006,0.004,0.00,0.004,0.082,0.002,0.002,0.004,0.00,0.002,0.002,0.006,0.022,0.016,0.018,0.00,0.00,0.004,0.032,0.00,0.00,0.024,0.110,0.00,0.056,0.014,0.024,0.004,0.00,0.00,0.064,0.018,0.002,0.020,0.038,0.002,0.018,0.036,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500
Client  24,0.00,0.00,0.00,0.010,0.002,0.016,0.020,0.00,0.002,0.002,0.004,0.044,0.066,0.004,0.018,0.004,0.00,0.022,0.006,0.002,0.004,0.008,0.00,0.00,0.018,0.014,0.010,0.004,0.016,0.00,0.008,0.010,0.00,0.018,0.00,0.004,0.002,0.00,0.002,0.016,0.002,0.002,0.00,0.00,0.018,0.018,0.00,0.022,0.012,0.006,0.00,0.006,0.016,0.002,0.002,0.016,0.006,0.004,0.00,0.00,0.006,0.010,0.004,0.014,0.016,0.006,0.004,0.00,0.002,0.036,0.014,0.002,0.004,0.016,0.00,0.002,0.012,0.010,0.004,0.018,0.042,0.046,0.044,0.020,0.008,0.018,0.032,0.014,0.00,0.018,0.002,0.008,0.004,0.002,0.022,0.010,0.012,0.010,0.024,0.00,502
Client  25,0.016,0.004,0.002,0.031,0.014,0.009,0.00,0.00,0.00,0.002,0.022,0.00,0.002,0.009,0.00,0.031,0.009,0.023,0.002,0.00,0.00,0.00,0.020,0.007,0.005,0.031,0.002,0.002,0.00,0.011,0.018,0.011,0.018,0.027,0.016,0.002,0.00,0.00,0.009,0.004,0.00,0.002,0.00,0.004,0.00,0.002,0.005,0.013,0.002,0.007,0.011,0.00,0.036,0.043,0.002,0.002,0.034,0.005,0.002,0.005,0.007,0.014,0.002,0.018,0.00,0.00,0.002,0.007,0.002,0.016,0.007,0.005,0.002,0.00,0.00,0.052,0.00,0.002,0.018,0.009,0.00,0.011,0.014,0.004,0.007,0.002,0.007,0.00,0.009,0.00,0.058,0.002,0.002,0.004,0.00,0.005,0.179,0.00,0.00,0.00,554
Client  26,0.00,0.002,0.008,0.012,0.062,0.036,0.00,0.028,0.018,0.00,0.004,0.026,0.00,0.004,0.004,0.004,0.006,0.014,0.014,0.002,0.032,0.040,0.006,0.038,0.006,0.012,0.002,0.010,0.014,0.004,0.048,0.00,0.00,0.008,0.014,0.00,0.00,0.010,0.00,0.060,0.012,0.00,0.00,0.00,0.00,0.00,0.012,0.008,0.020,0.006,0.00,0.008,0.002,0.00,0.00,0.004,0.008,0.022,0.008,0.014,0.002,0.008,0.00,0.00,0.00,0.014,0.002,0.028,0.012,0.038,0.002,0.002,0.00,0.016,0.002,0.042,0.014,0.026,0.004,0.006,0.00,0.032,0.002,0.010,0.00,0.022,0.022,0.004,0.00,0.008,0.008,0.002,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500
Client  27,0.002,0.021,0.002,0.019,0.066,0.004,0.00,0.014,0.012,0.004,0.006,0.006,0.00,0.002,0.021,0.00,0.014,0.002,0.016,0.029,0.002,0.00,0.008,0.047,0.00,0.014,0.006,0.006,0.033,0.043,0.00,0.00,0.002,0.033,0.00,0.00,0.006,0.00,0.008,0.00,0.014,0.016,0.010,0.006,0.00,0.002,0.004,0.002,0.016,0.031,0.002,0.00,0.008,0.004,0.008,0.004,0.00,0.014,0.002,0.002,0.00,0.00,0.033,0.002,0.00,0.019,0.00,0.00,0.00,0.088,0.018,0.006,0.004,0.00,0.012,0.012,0.00,0.008,0.002,0.00,0.008,0.035,0.021,0.004,0.006,0.010,0.002,0.019,0.008,0.00,0.002,0.004,0.004,0.025,0.062,0.00,0.00,0.00,0.00,0.00,514
Client  28,0.00,0.00,0.022,0.006,0.006,0.010,0.016,0.002,0.016,0.057,0.008,0.043,0.020,0.002,0.014,0.022,0.025,0.002,0.012,0.016,0.00,0.00,0.008,0.006,0.006,0.025,0.008,0.002,0.014,0.00,0.012,0.002,0.002,0.012,0.002,0.00,0.002,0.002,0.022,0.029,0.010,0.008,0.076,0.012,0.029,0.00,0.004,0.055,0.004,0.002,0.024,0.051,0.016,0.014,0.020,0.008,0.004,0.002,0.00,0.006,0.00,0.051,0.008,0.025,0.008,0.010,0.002,0.071,0.012,0.00,0.022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,510
Client  29,0.00,0.002,0.023,0.00,0.019,0.012,0.018,0.00,0.00,0.00,0.012,0.014,0.00,0.002,0.002,0.00,0.021,0.010,0.014,0.012,0.045,0.00,0.00,0.002,0.008,0.019,0.002,0.002,0.010,0.006,0.070,0.010,0.008,0.002,0.006,0.012,0.002,0.006,0.004,0.006,0.004,0.012,0.00,0.023,0.053,0.002,0.006,0.008,0.004,0.008,0.004,0.035,0.027,0.010,0.002,0.016,0.004,0.00,0.012,0.004,0.00,0.004,0.064,0.006,0.018,0.004,0.00,0.016,0.016,0.004,0.00,0.004,0.031,0.002,0.002,0.002,0.00,0.008,0.033,0.00,0.00,0.010,0.018,0.004,0.014,0.00,0.012,0.014,0.037,0.070,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,513
Client  30,0.010,0.00,0.004,0.046,0.002,0.018,0.020,0.024,0.006,0.052,0.008,0.024,0.008,0.020,0.004,0.00,0.010,0.014,0.022,0.002,0.008,0.018,0.004,0.002,0.010,0.006,0.002,0.030,0.010,0.008,0.00,0.002,0.002,0.00,0.018,0.002,0.00,0.002,0.00,0.002,0.00,0.010,0.030,0.002,0.006,0.056,0.002,0.008,0.00,0.022,0.032,0.006,0.042,0.004,0.00,0.004,0.002,0.002,0.006,0.008,0.010,0.054,0.034,0.002,0.022,0.024,0.004,0.00,0.00,0.002,0.032,0.014,0.012,0.002,0.00,0.00,0.004,0.00,0.00,0.004,0.038,0.00,0.040,0.002,0.008,0.002,0.006,0.002,0.002,0.014,0.012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,504
Client  31,0.002,0.012,0.014,0.00,0.002,0.008,0.006,0.00,0.00,0.008,0.008,0.002,0.012,0.044,0.015,0.062,0.006,0.00,0.00,0.00,0.002,0.014,0.019,0.00,0.023,0.004,0.010,0.00,0.00,0.015,0.031,0.023,0.019,0.015,0.00,0.012,0.039,0.002,0.027,0.015,0.00,0.002,0.010,0.00,0.004,0.006,0.052,0.006,0.019,0.00,0.012,0.006,0.00,0.035,0.00,0.012,0.004,0.004,0.008,0.004,0.00,0.062,0.00,0.012,0.00,0.00,0.008,0.012,0.058,0.00,0.00,0.00,0.002,0.008,0.006,0.014,0.008,0.00,0.039,0.002,0.002,0.002,0.008,0.00,0.00,0.002,0.023,0.014,0.00,0.00,0.004,0.006,0.002,0.010,0.00,0.050,0.00,0.00,0.00,0.00,518
