Class frequencies:
client,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13,class14,class15,class16,class17,class18,class19,class20,class21,class22,class23,class24,class25,class26,class27,class28,class29,class30,class31,class32,class33,class34,class35,class36,class37,class38,class39,class40,class41,class42,class43,class44,class45,class46,class47,class48,class49,class50,class51,class52,class53,class54,class55,class56,class57,class58,class59,class60,class61,class62,class63,class64,class65,class66,class67,class68,class69,class70,class71,class72,class73,class74,class75,class76,class77,class78,class79,class80,class81,class82,class83,class84,class85,class86,class87,class88,class89,class90,class91,class92,class93,class94,class95,class96,class97,class98,class99,Amount
Client  10,0.005,0.028,0.005,0.021,0.004,0.003,0.004,0.004,0.005,0.004,0.018,0.007,0.019,0.005,0.005,0.004,0.005,0.004,0.005,0.006,0.002,0.004,0.013,0.004,0.007,0.003,0.020,0.017,0.005,0.003,0.012,0.003,0.003,0.022,0.004,0.005,0.002,0.004,0.018,0.030,0.006,0.005,0.005,0.017,0.004,0.003,0.003,0.003,0.006,0.003,0.005,0.006,0.023,0.004,0.007,0.004,0.025,0.003,0.006,0.039,0.003,0.004,0.005,0.004,0.017,0.003,0.003,0.002,0.003,0.037,0.015,0.015,0.003,0.105,0.005,0.004,0.018,0.004,0.004,0.003,0.006,0.004,0.014,0.020,0.018,0.004,0.003,0.018,0.005,0.036,0.002,0.016,0.004,0.007,0.021,0.004,0.014,0.003,0.017,0.003,2914
Client  11,0.003,0.003,0.023,0.005,0.004,0.002,0.005,0.003,0.003,0.023,0.004,0.032,0.005,0.015,0.003,0.004,0.014,0.004,0.006,0.002,0.002,0.005,0.015,0.032,0.002,0.003,0.005,0.020,0.004,0.004,0.013,0.003,0.004,0.003,0.006,0.038,0.022,0.005,0.002,0.003,0.005,0.028,0.004,0.004,0.003,0.004,0.019,0.006,0.017,0.003,0.004,0.005,0.006,0.023,0.004,0.003,0.005,0.030,0.003,0.004,0.004,0.025,0.004,0.004,0.005,0.004,0.020,0.004,0.002,0.005,0.018,0.006,0.028,0.005,0.004,0.002,0.019,0.005,0.004,0.003,0.033,0.025,0.019,0.004,0.019,0.036,0.004,0.006,0.020,0.004,0.006,0.005,0.019,0.032,0.003,0.043,0.004,0.005,0.004,0.005,2475
Client  12,0.004,0.006,0.018,0.004,0.004,0.004,0.030,0.004,0.002,0.005,0.004,0.028,0.021,0.018,0.019,0.004,0.015,0.005,0.026,0.004,0.004,0.022,0.013,0.005,0.004,0.005,0.027,0.004,0.019,0.004,0.005,0.002,0.004,0.004,0.004,0.005,0.023,0.026,0.023,0.006,0.027,0.027,0.026,0.003,0.004,0.005,0.018,0.004,0.004,0.004,0.003,0.002,0.003,0.004,0.003,0.007,0.004,0.003,0.042,0.004,0.002,0.007,0.003,0.018,0.002,0.006,0.005,0.002,0.003,0.004,0.004,0.001,0.002,0.004,0.002,0.024,0.005,0.004,0.020,0.005,0.006,0.006,0.005,0.004,0.004,0.007,0.004,0.018,0.005,0.046,0.006,0.004,0.020,0.004,0.003,0.004,0.018,0.026,0.021,0.028,2453
Client  13,0.024,0.003,0.004,0.004,0.006,0.003,0.004,0.020,0.026,0.006,0.004,0.032,0.005,0.021,0.022,0.003,0.019,0.003,0.025,0.002,0.005,0.003,0.018,0.003,0.004,0.002,0.003,0.021,0.025,0.029,0.016,0.004,0.019,0.003,0.004,0.035,0.020,0.005,0.003,0.006,0.029,0.003,0.004,0.006,0.003,0.003,0.016,0.003,0.020,0.036,0.031,0.003,0.022,0.004,0.006,0.003,0.006,0.004,0.004,0.002,0.005,0.027,0.002,0.019,0.004,0.003,0.005,0.003,0.003,0.006,0.019,0.003,0.005,0.003,0.003,0.024,0.004,0.003,0.004,0.004,0.003,0.003,0.006,0.005,0.005,0.041,0.006,0.002,0.003,0.004,0.005,0.022,0.005,0.001,0.020,0.003,0.004,0.028,0.004,0.006,2296
Client  14,0.004,0.006,0.005,0.003,0.048,0.019,0.002,0.003,0.004,0.004,0.025,0.003,0.023,0.003,0.023,0.003,0.015,0.031,0.003,0.027,0.005,0.003,0.003,0.034,0.004,0.024,0.004,0.022,0.020,0.003,0.013,0.002,0.002,0.029,0.005,0.006,0.007,0.003,0.005,0.006,0.004,0.004,0.027,0.004,0.003,0.004,0.003,0.005,0.020,0.004,0.003,0.005,0.024,0.003,0.006,0.003,0.029,0.028,0.002,0.006,0.003,0.006,0.004,0.002,0.021,0.003,0.024,0.005,0.003,0.003,0.003,0.004,0.027,0.005,0.002,0.027,0.003,0.021,0.018,0.003,0.005,0.025,0.005,0.002,0.004,0.003,0.024,0.024,0.021,0.003,0.006,0.005,0.021,0.004,0.004,0.003,0.006,0.003,0.005,0.003,2339
Client  15,0.003,0.003,0.018,0.021,0.040,0.021,0.004,0.004,0.003,0.003,0.003,0.004,0.019,0.004,0.005,0.016,0.014,0.004,0.022,0.024,0.004,0.019,0.007,0.003,0.021,0.004,0.006,0.004,0.003,0.003,0.013,0.039,0.005,0.023,0.003,0.004,0.004,0.001,0.007,0.004,0.004,0.004,0.005,0.019,0.026,0.003,0.006,0.005,0.005,0.005,0.024,0.002,0.006,0.005,0.005,0.006,0.003,0.004,0.038,0.043,0.023,0.026,0.032,0.005,0.001,0.004,0.004,0.005,0.020,0.005,0.006,0.002,0.002,0.003,0.019,0.005,0.020,0.019,0.003,0.024,0.003,0.003,0.004,0.003,0.004,0.003,0.003,0.004,0.005,0.002,0.005,0.003,0.003,0.003,0.004,0.042,0.017,0.004,0.003,0.025,2801
Client  16,0.004,0.005,0.002,0.025,0.005,0.020,0.002,0.021,0.023,0.022,0.005,0.005,0.003,0.002,0.004,0.004,0.012,0.003,0.007,0.004,0.004,0.005,0.005,0.006,0.005,0.008,0.004,0.018,0.004,0.003,0.016,0.004,0.005,0.030,0.036,0.002,0.005,0.020,0.022,0.033,0.029,0.005,0.025,0.019,0.006,0.002,0.020,0.006,0.015,0.004,0.005,0.024,0.004,0.004,0.028,0.006,0.005,0.005,0.004,0.005,0.003,0.004,0.004,0.019,0.002,0.002,0.005,0.032,0.003,0.042,0.005,0.005,0.003,0.005,0.004,0.006,0.005,0.016,0.022,0.003,0.004,0.024,0.019,0.004,0.004,0.004,0.005,0.002,0.003,0.004,0.003,0.017,0.003,0.002,0.004,0.004,0.003,0.031,0.002,0.031,2481
Client  17,0.003,0.005,0.006,0.001,0.004,0.004,0.004,0.019,0.006,0.004,0.020,0.002,0.018,0.003,0.004,0.003,0.002,0.023,0.022,0.003,0.004,0.005,0.006,0.006,0.004,0.005,0.004,0.018,0.016,0.023,0.004,0.004,0.020,0.003,0.002,0.006,0.017,0.024,0.004,0.031,0.004,0.006,0.006,0.004,0.009,0.005,0.019,0.006,0.005,0.005,0.002,0.027,0.020,0.003,0.026,0.031,0.022,0.006,0.006,0.005,0.021,0.004,0.004,0.016,0.016,0.003,0.005,0.004,0.004,0.003,0.013,0.011,0.004,0.004,0.003,0.005,0.003,0.006,0.018,0.004,0.031,0.004,0.003,0.018,0.005,0.001,0.003,0.004,0.004,0.005,0.112,0.014,0.017,0.024,0.004,0.004,0.004,0.006,0.008,0.004,2783
Client  18,0.002,0.002,0.003,0.004,0.005,0.016,0.004,0.004,0.003,0.005,0.004,0.005,0.004,0.005,0.003,0.020,0.003,0.001,0.028,0.025,0.003,0.004,0.017,0.005,0.005,0.006,0.004,0.019,0.021,0.023,0.016,0.047,0.019,0.005,0.005,0.007,0.004,0.003,0.003,0.003,0.003,0.005,0.005,0.024,0.005,0.027,0.004,0.005,0.016,0.032,0.002,0.029,0.023,0.004,0.006,0.002,0.004,0.005,0.005,0.006,0.004,0.003,0.033,0.004,0.005,0.003,0.005,0.003,0.003,0.006,0.018,0.015,0.005,0.004,0.002,0.005,0.018,0.003,0.004,0.033,0.003,0.003,0.003,0.028,0.006,0.005,0.019,0.002,0.017,0.003,0.005,0.018,0.004,0.032,0.004,0.046,0.020,0.004,0.022,0.003,2380
Client  19,0.018,0.033,0.006,0.003,0.002,0.003,0.005,0.006,0.003,0.004,0.004,0.031,0.003,0.002,0.019,0.018,0.018,0.029,0.004,0.024,0.003,0.020,0.018,0.004,0.004,0.004,0.026,0.006,0.004,0.006,0.003,0.003,0.017,0.004,0.040,0.004,0.018,0.005,0.003,0.004,0.030,0.004,0.022,0.004,0.027,0.031,0.005,0.004,0.018,0.003,0.004,0.025,0.004,0.003,0.004,0.006,0.003,0.005,0.004,0.006,0.007,0.004,0.005,0.018,0.004,0.043,0.004,0.003,0.006,0.004,0.003,0.012,0.003,0.005,0.002,0.001,0.003,0.004,0.003,0.003,0.003,0.004,0.016,0.004,0.004,0.006,0.023,0.002,0.020,0.006,0.006,0.004,0.003,0.024,0.027,0.004,0.007,0.028,0.025,0.002,2449
